,beta,p_perm,p_perm_fdr0.05,type,color
SIGLEC15,4.790297101052204e-05,0.7237,False,nosig,grey
SLC23A3,4.7847262189211224e-05,0.7553,False,nosig,grey
FRMD4A,4.780672133262515e-05,0.8199,False,nosig,grey
PLEKHO1,4.778189015605766e-05,0.7601,False,nosig,grey
ZNF286B,4.771889928639418e-05,0.826,False,nosig,grey
PRR11,4.7700332783858996e-05,0.7315,False,nosig,grey
TRIM49B,4.763165050822537e-05,0.5166,False,nosig,grey
TRIM23,4.760334045631106e-05,0.5689,False,nosig,grey
WNT10B,4.7573264868918905e-05,0.6729,False,nosig,grey
SUCO,4.755792374765085e-05,0.7453,False,nosig,grey
SRFBP1,4.7549018785523316e-05,0.795,False,nosig,grey
PNOC,4.7522929147229395e-05,0.764,False,nosig,grey
PHC3,4.750912552725114e-05,0.8113,False,nosig,grey
SLC35G2,4.750240518708966e-05,0.6737,False,nosig,grey
NVL,4.739473239296399e-05,0.6023,False,nosig,grey
GSTO1,4.7394300129467496e-05,0.6831,False,nosig,grey
SGSM3,4.7381596369757715e-05,0.7074,False,nosig,grey
ZNF532,4.7364986388708156e-05,0.6301,False,nosig,grey
KHDC1,4.728115349446903e-05,0.7699,False,nosig,grey
KRBA1,4.72661704229465e-05,0.6143,False,nosig,grey
OLFML2B,4.72510318510139e-05,0.807,False,nosig,grey
SYPL2,4.716586274894488e-05,0.6196,False,nosig,grey
LRRC6,4.716003542848901e-05,0.6751,False,nosig,grey
AIFM3,4.707929831727135e-05,0.7495,False,nosig,grey
ZNF33B,4.707093585997315e-05,0.8087,False,nosig,grey
KCNIP4,4.703044081386177e-05,0.8233,False,nosig,grey
C5orf42,4.701288832059432e-05,0.7743,False,nosig,grey
ILVBL,4.694435830276133e-05,0.7794,False,nosig,grey
ANKRD18DP,4.693105829091886e-05,0.9083,False,nosig,grey
PKD1P6-NPIPP1,4.6898514876640445e-05,0.5982,False,nosig,grey
MOGAT1,4.684797332898844e-05,0.8893,False,nosig,grey
ZNF28,4.680057697387048e-05,0.7387,False,nosig,grey
CNOT11,4.6796292155870226e-05,0.8514,False,nosig,grey
TSTD3,4.678286093130486e-05,0.7798,False,nosig,grey
REEP5,4.677056191185837e-05,0.7181,False,nosig,grey
MRPS18B,4.6660452271038956e-05,0.7257,False,nosig,grey
COG7,4.662600104718263e-05,0.7953,False,nosig,grey
CHMP2A,4.661574328698372e-05,0.7252,False,nosig,grey
NAPSB,4.656143459206005e-05,0.8544,False,nosig,grey
LOC401127,4.653795618807787e-05,0.8608,False,nosig,grey
ADAMTSL3,4.651483210705139e-05,0.8639,False,nosig,grey
LRRC8D,4.6504768868737206e-05,0.7562,False,nosig,grey
PNPT1,4.647360347643256e-05,0.7399,False,nosig,grey
WRAP73,4.643127803273045e-05,0.8115,False,nosig,grey
TSPAN14,4.636912862319196e-05,0.8197,False,nosig,grey
ZNF284,4.635438355409153e-05,0.7872,False,nosig,grey
CRLF3,4.629343435384148e-05,0.6887,False,nosig,grey
LCE1D,4.622315029011614e-05,0.68,False,nosig,grey
ERRFI1,4.6178630306183085e-05,0.77,False,nosig,grey
FJX1,4.6175010427066475e-05,0.8734,False,nosig,grey
HAMP,4.617020369383236e-05,0.8387,False,nosig,grey
HDHD5-AS1,4.616503511301202e-05,0.8053,False,nosig,grey
RBM41,4.614206123650865e-05,0.8367,False,nosig,grey
MGEA5,4.606908555925445e-05,0.7748,False,nosig,grey
DEAF1,4.603745877661203e-05,0.7468,False,nosig,grey
PHTF2,4.598721969910603e-05,0.8131,False,nosig,grey
MBLAC2,4.595818890645471e-05,0.798,False,nosig,grey
CIRBP,4.5941149583354586e-05,0.6339,False,nosig,grey
ROPN1L,4.591326005058554e-05,0.834,False,nosig,grey
SMCHD1,4.586849611178775e-05,0.7665,False,nosig,grey
KIF9,4.585648034905669e-05,0.7728,False,nosig,grey
ZNF281,4.5795178176364834e-05,0.5999,False,nosig,grey
ZNF510,4.579072020864044e-05,0.7538,False,nosig,grey
MT1G,4.5774811770296185e-05,0.7081,False,nosig,grey
CCL22,4.5746372724505345e-05,0.8059,False,nosig,grey
ENSA,4.572062290608466e-05,0.8313,False,nosig,grey
ORMDL2,4.5704959304807433e-05,0.8196,False,nosig,grey
CRADD,4.568565300225627e-05,0.8196,False,nosig,grey
RAP1B,4.5620071143236376e-05,0.7573,False,nosig,grey
SIGLEC6,4.561733676494408e-05,0.7103,False,nosig,grey
CUL4B,4.561458806029699e-05,0.813,False,nosig,grey
ARAP2,4.5612601044179606e-05,0.8495,False,nosig,grey
GMPR2,4.5536095342809066e-05,0.6204,False,nosig,grey
STK39,4.549523404089727e-05,0.7291,False,nosig,grey
ARMC8,4.5320974204881275e-05,0.3293,False,nosig,grey
ULBP1,4.531680263136756e-05,0.641,False,nosig,grey
NUP107,4.530186716423012e-05,0.6992,False,nosig,grey
LAT,4.5273237536113465e-05,0.7631,False,nosig,grey
SHB,4.515651698089126e-05,0.8629,False,nosig,grey
MPPED1,4.51281103877466e-05,0.7761,False,nosig,grey
CFHR3,4.5072922212888884e-05,0.763,False,nosig,grey
MANEA,4.5032531692132425e-05,0.8213,False,nosig,grey
TMEM184C,4.500747231298816e-05,0.8305,False,nosig,grey
SUPT16H,4.499279410616623e-05,0.814,False,nosig,grey
CAMKMT,4.4952643082227504e-05,0.8409,False,nosig,grey
DNAH9,4.4946784402979093e-05,0.8516,False,nosig,grey
MEF2C,4.485952454631293e-05,0.7535,False,nosig,grey
ZNF252P,4.484133227039805e-05,0.7977,False,nosig,grey
CCDC84,4.483793729289097e-05,0.6612,False,nosig,grey
PSD3,4.478451349197663e-05,0.7929,False,nosig,grey
RAC1,4.477907124519605e-05,0.6055,False,nosig,grey
TMEM104,4.475368389050305e-05,0.8216,False,nosig,grey
DDX20,4.4724859256567896e-05,0.8318,False,nosig,grey
RGN,4.467605189403233e-05,0.8253,False,nosig,grey
ABCD3,4.460161285491753e-05,0.7206,False,nosig,grey
SLC25A41,4.4597543091474976e-05,0.716,False,nosig,grey
LRBA,4.456585808059949e-05,0.8099,False,nosig,grey
LGALS3BP,4.456398393724018e-05,0.7348,False,nosig,grey
HIBADH,4.453293590800346e-05,0.7539,False,nosig,grey
CASZ1,4.4490182944182084e-05,0.7754,False,nosig,grey
OSTC,4.445328701316955e-05,0.8199,False,nosig,grey
CBX7,4.4443077168786736e-05,0.5286,False,nosig,grey
TOMM7,4.4346528910906485e-05,0.7726,False,nosig,grey
ERCC6L2,4.429944003815753e-05,0.8435,False,nosig,grey
PCDH15,4.429749379333811e-05,0.8704,False,nosig,grey
SP110,4.427368857995286e-05,0.7866,False,nosig,grey
LYPD8,4.425828588753412e-05,0.851,False,nosig,grey
ACKR1,4.424089816595649e-05,0.712,False,nosig,grey
MAST2,4.4205189121784864e-05,0.8683,False,nosig,grey
COL11A2,4.419206908521672e-05,0.7384,False,nosig,grey
PCNX1,4.4180796806962934e-05,0.8383,False,nosig,grey
RPL17,4.416097200006513e-05,0.6456,False,nosig,grey
SMCO4,4.411613508790166e-05,0.8508,False,nosig,grey
SRD5A3-AS1,4.406637028004693e-05,0.8862,False,nosig,grey
MYOD1,4.400487216509969e-05,0.7675,False,nosig,grey
ZNF384,4.392229890098288e-05,0.7179,False,nosig,grey
HSD17B3,4.379035803336491e-05,0.8725,False,nosig,grey
GPBAR1,4.373273014779223e-05,0.8533,False,nosig,grey
NCAM2,4.373193191711894e-05,0.7286,False,nosig,grey
ITPKA,4.3700026402916886e-05,0.7823,False,nosig,grey
TOMM34,4.3698723449844126e-05,0.2161,False,nosig,grey
HYDIN2,4.362594465447672e-05,0.9072,False,nosig,grey
BTRC,4.3592903820939944e-05,0.8055,False,nosig,grey
DSE,4.353345595475099e-05,0.6709,False,nosig,grey
NKTR,4.345871965859743e-05,0.634,False,nosig,grey
EBP,4.3422253348706894e-05,0.8039,False,nosig,grey
SLC47A1,4.339995255506727e-05,0.821,False,nosig,grey
CCDC151,4.337189898948312e-05,0.8133,False,nosig,grey
EVPLL,4.336627702899794e-05,0.8547,False,nosig,grey
TNFRSF12A,4.334870609913671e-05,0.8351,False,nosig,grey
BRPF1,4.334634833314161e-05,0.828,False,nosig,grey
KLHDC1,4.333711904979239e-05,0.8409,False,nosig,grey
PINK1,4.3256757408033394e-05,0.6786,False,nosig,grey
VPS37B,4.320030227424902e-05,0.7203,False,nosig,grey
COL6A2,4.317347956219483e-05,0.9002,False,nosig,grey
TMTC4,4.3105334701243644e-05,0.8486,False,nosig,grey
KRTCAP2,4.310468805775697e-05,0.7318,False,nosig,grey
COX19,4.3100496524519624e-05,0.6793,False,nosig,grey
ZNF596,4.309936971551863e-05,0.8632,False,nosig,grey
CLK3,4.302475217132871e-05,0.7657,False,nosig,grey
SPPL3,4.297884853315646e-05,0.7378,False,nosig,grey
BEX2,4.293549039195062e-05,0.6891,False,nosig,grey
MYO1C,4.291244742262369e-05,0.7272,False,nosig,grey
MARK2,4.288821659810143e-05,0.7744,False,nosig,grey
TOGARAM2,4.285829492494828e-05,0.8546,False,nosig,grey
DDX51,4.2839856039039e-05,0.6968,False,nosig,grey
DNLZ,4.282607707225763e-05,0.7861,False,nosig,grey
STXBP1,4.277564634870544e-05,0.7121,False,nosig,grey
MNDA,4.2680745463622524e-05,0.8545,False,nosig,grey
DNAJA1,4.263443956890911e-05,0.6856,False,nosig,grey
CD58,4.2608116473948226e-05,0.8929,False,nosig,grey
AATF,4.257417031390684e-05,0.8466,False,nosig,grey
AIMP1,4.256474726770397e-05,0.8528,False,nosig,grey
ZNF772,4.254056281779266e-05,0.8522,False,nosig,grey
MAL,4.2528121687608886e-05,0.7027,False,nosig,grey
MIR100HG,4.251100725211895e-05,0.6256,False,nosig,grey
ANKRD24,4.250457218005539e-05,0.7686,False,nosig,grey
LOC148413,4.2486211456473404e-05,0.7823,False,nosig,grey
COPS5,4.244995627548209e-05,0.6874,False,nosig,grey
DDX11,4.2448582312883565e-05,0.7984,False,nosig,grey
B4GALT7,4.241154868026653e-05,0.883,False,nosig,grey
PSMG4,4.2407743834216575e-05,0.7736,False,nosig,grey
NPM2,4.228190418940115e-05,0.7148,False,nosig,grey
GOLGA7B,4.227112206766257e-05,0.8388,False,nosig,grey
TMED3,4.225296419423079e-05,0.8101,False,nosig,grey
EIF5A,4.2251605646191916e-05,0.8171,False,nosig,grey
DHPS,4.2251168560528544e-05,0.8141,False,nosig,grey
P2RY13,4.215177713052952e-05,0.8326,False,nosig,grey
TMEM40,4.211706285886026e-05,0.8652,False,nosig,grey
SLC1A4,4.2098503221573565e-05,0.6384,False,nosig,grey
KCNK10,4.207780437248372e-05,0.8115,False,nosig,grey
ARHGAP4,4.207004882434428e-05,0.8621,False,nosig,grey
DOC2B,4.206737145684012e-05,0.8124,False,nosig,grey
ADAMTSL5,4.2040201558431746e-05,0.8203,False,nosig,grey
SEC16A,4.201028000631263e-05,0.7736,False,nosig,grey
SLCO4A1,4.199033715918635e-05,0.8769,False,nosig,grey
KDELC1,4.196013379155896e-05,0.8186,False,nosig,grey
RNF175,4.1915071842421546e-05,0.736,False,nosig,grey
MTERF4,4.186466593715923e-05,0.8392,False,nosig,grey
HP1BP3,4.183167186875736e-05,0.7636,False,nosig,grey
TRMT13,4.181191307413393e-05,0.7654,False,nosig,grey
MLF1,4.1770934904303965e-05,0.7449,False,nosig,grey
CTDSP1,4.170122751899256e-05,0.7461,False,nosig,grey
MTA2,4.1661649035244745e-05,0.8523,False,nosig,grey
C9orf85,4.162579638195078e-05,0.7292,False,nosig,grey
ADCY10P1,4.15698337065364e-05,0.7636,False,nosig,grey
FZD2,4.1566868779891365e-05,0.8695,False,nosig,grey
FERMT1,4.147923913229916e-05,0.8892,False,nosig,grey
HPGDS,4.144663374556846e-05,0.8658,False,nosig,grey
BCL2L1,4.133549956643212e-05,0.8664,False,nosig,grey
ZNF574,4.1317775587746626e-05,0.7804,False,nosig,grey
TAP2,4.1269030611666e-05,0.8856,False,nosig,grey
AP5S1,4.125477725275218e-05,0.772,False,nosig,grey
OST4,4.1253675017636635e-05,0.7284,False,nosig,grey
TMEM150C,4.1221942857399425e-05,0.7474,False,nosig,grey
WDR93,4.121347618875456e-05,0.7141,False,nosig,grey
CDK7,4.119160272238173e-05,0.8469,False,nosig,grey
MIIP,4.1140113493109614e-05,0.8399,False,nosig,grey
BRSK2,4.111055119620952e-05,0.806,False,nosig,grey
CDC37,4.11099753956776e-05,0.8064,False,nosig,grey
HCFC1,4.104026730667988e-05,0.8709,False,nosig,grey
LRRC42,4.1019718725930796e-05,0.8484,False,nosig,grey
ZFP14,4.100793044887927e-05,0.8184,False,nosig,grey
ANGEL1,4.095243046862386e-05,0.8824,False,nosig,grey
JAGN1,4.092672245620073e-05,0.7849,False,nosig,grey
ANO8,4.0885771506557105e-05,0.5779,False,nosig,grey
NFATC4,4.076995786842017e-05,0.8222,False,nosig,grey
FUNDC1,4.0754480760843865e-05,0.7815,False,nosig,grey
FGF8,4.0736541721454896e-05,0.9144,False,nosig,grey
LCE2D,4.0717958460028944e-05,0.796,False,nosig,grey
CHD2,4.067240956906715e-05,0.7563,False,nosig,grey
NIPAL2,4.0605113908561865e-05,0.794,False,nosig,grey
GPHN,4.052181285780504e-05,0.8051,False,nosig,grey
BANK1,4.05107905624644e-05,0.9058,False,nosig,grey
IL17RC,4.0481418811939496e-05,0.851,False,nosig,grey
MARCH6,4.045945525255366e-05,0.8201,False,nosig,grey
CDIPT,4.034680082103212e-05,0.6753,False,nosig,grey
ENPP4,4.0343031529674606e-05,0.781,False,nosig,grey
TM2D1,4.0316073314501224e-05,0.7322,False,nosig,grey
ZNF83,4.030430330995181e-05,0.801,False,nosig,grey
GH2,4.030075324046557e-05,0.7918,False,nosig,grey
KRT8,4.028213047171323e-05,0.7172,False,nosig,grey
ZDBF2,4.0271167085245e-05,0.7453,False,nosig,grey
VPS51,4.0223499242177923e-05,0.6804,False,nosig,grey
MNS1,4.0014203098558174e-05,0.8814,False,nosig,grey
GRPEL1,3.988679991397222e-05,0.76,False,nosig,grey
CASP5,3.988113724726475e-05,0.9005,False,nosig,grey
BEX1,3.988062263753923e-05,0.5095,False,nosig,grey
FGFBP3,3.987482793211405e-05,0.8233,False,nosig,grey
LAMA2,3.983052621810661e-05,0.8513,False,nosig,grey
NLGN1,3.9784701510527264e-05,0.8445,False,nosig,grey
TLX1NB,3.9777594700775884e-05,0.901,False,nosig,grey
CCDC191,3.971824578013526e-05,0.8447,False,nosig,grey
VCP,3.971531703636562e-05,0.7553,False,nosig,grey
FBXL17,3.9707382818943935e-05,0.8292,False,nosig,grey
ATP6V0E2,3.958707612243189e-05,0.7472,False,nosig,grey
MIR600HG,3.957813590564315e-05,0.8839,False,nosig,grey
MSANTD3,3.950635315230141e-05,0.8187,False,nosig,grey
CASP1,3.9489103475307025e-05,0.872,False,nosig,grey
CD151,3.94687316812169e-05,0.8218,False,nosig,grey
HTR3B,3.9408461616734535e-05,0.889,False,nosig,grey
GZMM,3.9365611466757124e-05,0.8742,False,nosig,grey
OSCP1,3.9359559309759233e-05,0.833,False,nosig,grey
AKIRIN2,3.93548520760106e-05,0.8436,False,nosig,grey
ZDHHC4,3.930442153351543e-05,0.6447,False,nosig,grey
AKIRIN1,3.928131561121551e-05,0.7208,False,nosig,grey
PRKAR1B,3.9270160370174844e-05,0.6011,False,nosig,grey
PIGA,3.92108607126752e-05,0.7778,False,nosig,grey
CHCHD1,3.9155419980339345e-05,0.7071,False,nosig,grey
RNF8,3.915405078576739e-05,0.8306,False,nosig,grey
SAC3D1,3.914873848404038e-05,0.7377,False,nosig,grey
SPATC1L,3.913192124610407e-05,0.9183,False,nosig,grey
FASTKD5,3.900915370121999e-05,0.665,False,nosig,grey
DCTN5,3.899574149384986e-05,0.8165,False,nosig,grey
SLC43A2,3.8987218492502714e-05,0.7125,False,nosig,grey
DYNC1LI1,3.894125338959008e-05,0.8134,False,nosig,grey
TBCA,3.889130964867354e-05,0.8272,False,nosig,grey
DEFB135,3.886020027310267e-05,0.8872,False,nosig,grey
ZNF234,3.882867144385358e-05,0.7968,False,nosig,grey
SCGB1C1,3.882654664182551e-05,0.6984,False,nosig,grey
MIER2,3.867785662392183e-05,0.7689,False,nosig,grey
MFSD3,3.867635808322273e-05,0.7438,False,nosig,grey
TOP1,3.866974698842716e-05,0.843,False,nosig,grey
PSTK,3.860137866614369e-05,0.7696,False,nosig,grey
TAOK3,3.857014238279175e-05,0.8032,False,nosig,grey
NDUFA4L2,3.855659684187116e-05,0.8677,False,nosig,grey
RPL35,3.854585903134057e-05,0.8369,False,nosig,grey
GDI1,3.8534275606503135e-05,0.8252,False,nosig,grey
IGLL3P,3.8507107243446974e-05,0.719,False,nosig,grey
MAP1LC3A,3.842326780425608e-05,0.7963,False,nosig,grey
APBA1,3.84103529902896e-05,0.8516,False,nosig,grey
BUB3,3.830642890752887e-05,0.7791,False,nosig,grey
CHMP2B,3.828334693432938e-05,0.8376,False,nosig,grey
CHRNA6,3.82308239789308e-05,0.8876,False,nosig,grey
NOVA1,3.812547376954668e-05,0.8048,False,nosig,grey
RETN,3.810037589406351e-05,0.8564,False,nosig,grey
SNRK,3.801115275591886e-05,0.7877,False,nosig,grey
FAM173B,3.7926028932746846e-05,0.7731,False,nosig,grey
ARHGAP35,3.791758517079263e-05,0.8298,False,nosig,grey
PKN2,3.782219241056326e-05,0.7494,False,nosig,grey
ZMYM4,3.7782093459369386e-05,0.7751,False,nosig,grey
SERPINB6,3.7771309117394375e-05,0.885,False,nosig,grey
SELENBP1,3.7725146169681036e-05,0.8397,False,nosig,grey
PRDX3,3.764371685683748e-05,0.7643,False,nosig,grey
PLXNB1,3.764227426760703e-05,0.8519,False,nosig,grey
PEX11G,3.759188919626252e-05,0.8912,False,nosig,grey
CENPBD1P1,3.758945468132311e-05,0.7575,False,nosig,grey
FGF1,3.756385581622699e-05,0.7059,False,nosig,grey
GMPR,3.756379098649802e-05,0.8953,False,nosig,grey
LOC100287497,3.7544113660247045e-05,0.7091,False,nosig,grey
GHDC,3.744004791637408e-05,0.878,False,nosig,grey
ATP1B2,3.740905220850267e-05,0.8384,False,nosig,grey
KIAA1143,3.739451871128883e-05,0.7034,False,nosig,grey
PDHB,3.733628645622942e-05,0.7339,False,nosig,grey
SUN1,3.732820417302553e-05,0.7037,False,nosig,grey
POLR2I,3.7325338332576954e-05,0.8298,False,nosig,grey
P4HB,3.72984380070735e-05,0.8045,False,nosig,grey
EXD2,3.729237114668949e-05,0.8409,False,nosig,grey
TCF25,3.728070994782054e-05,0.7672,False,nosig,grey
BBS10,3.7271148784470193e-05,0.8824,False,nosig,grey
NPIPB11,3.724880647766104e-05,0.697,False,nosig,grey
TPM4,3.723186006771501e-05,0.7971,False,nosig,grey
PEX14,3.715371985379208e-05,0.8107,False,nosig,grey
SPRR1A,3.713399861897679e-05,0.6857,False,nosig,grey
DBF4,3.7120108850958083e-05,0.917,False,nosig,grey
PSMB10,3.706027438572974e-05,0.8001,False,nosig,grey
SPDYE1,3.69791905262995e-05,0.8798,False,nosig,grey
FUT9,3.689765441037682e-05,0.7944,False,nosig,grey
UBXN2A,3.684366421620363e-05,0.7639,False,nosig,grey
PNPLA2,3.681729601916421e-05,0.7215,False,nosig,grey
CNNM4,3.6754244407220686e-05,0.8579,False,nosig,grey
ZNF688,3.673319766317318e-05,0.8212,False,nosig,grey
ERH,3.672565175481364e-05,0.8945,False,nosig,grey
GPR179,3.6698005656600974e-05,0.8509,False,nosig,grey
CCDC85B,3.6625459402948784e-05,0.6444,False,nosig,grey
RWDD1,3.659957920575833e-05,0.6802,False,nosig,grey
GNG11,3.657044618691523e-05,0.7786,False,nosig,grey
REXO5,3.653705792986943e-05,0.8851,False,nosig,grey
FMNL1,3.6529282534107426e-05,0.8026,False,nosig,grey
MYT1L,3.6527253156272845e-05,0.7972,False,nosig,grey
RSAD2,3.6524914917054544e-05,0.9005,False,nosig,grey
MINOS1,3.651506418740727e-05,0.7481,False,nosig,grey
CHADL,3.645854783183624e-05,0.7045,False,nosig,grey
ZNF548,3.645727748797553e-05,0.8688,False,nosig,grey
CDR2,3.6453485722715614e-05,0.8174,False,nosig,grey
APPBP2,3.6412384525766374e-05,0.8751,False,nosig,grey
SIAH2,3.631080952786083e-05,0.8757,False,nosig,grey
IKBKG,3.628949351793448e-05,0.8406,False,nosig,grey
LOC100129434,3.6211346353484124e-05,0.8787,False,nosig,grey
MIR99AHG,3.620064321421457e-05,0.7993,False,nosig,grey
CGGBP1,3.618744131239021e-05,0.8346,False,nosig,grey
TRPM7,3.6118465514764935e-05,0.7933,False,nosig,grey
ANXA5,3.598921990828916e-05,0.74,False,nosig,grey
PPIA,3.597088456187619e-05,0.8508,False,nosig,grey
ASMTL,3.5939052312725416e-05,0.8508,False,nosig,grey
RBM11,3.587666258709884e-05,0.8617,False,nosig,grey
AP1M1,3.5858547102951906e-05,0.7346,False,nosig,grey
CLGN,3.5845356139163434e-05,0.7844,False,nosig,grey
RDH10,3.5828216768523206e-05,0.9149,False,nosig,grey
LINC00963,3.58003204150037e-05,0.8255,False,nosig,grey
XIST,3.5751964927581356e-05,0.8485,False,nosig,grey
USP10,3.569907135842107e-05,0.8252,False,nosig,grey
OXCT1,3.566640354909352e-05,0.6956,False,nosig,grey
DHX34,3.5599705794803464e-05,0.9163,False,nosig,grey
NRAV,3.549714348212968e-05,0.8834,False,nosig,grey
APOL4,3.545713813382183e-05,0.7729,False,nosig,grey
SLC30A3,3.543412643648371e-05,0.9113,False,nosig,grey
FAM90A1,3.5433309260318103e-05,0.8712,False,nosig,grey
GDF5OS,3.542462246027861e-05,0.8712,False,nosig,grey
RRN3P3,3.537019389162883e-05,0.7513,False,nosig,grey
CNIH2,3.535221484766652e-05,0.8115,False,nosig,grey
MELTF-AS1,3.535001980887817e-05,0.7914,False,nosig,grey
MAPK12,3.5336286174614904e-05,0.8217,False,nosig,grey
TNFRSF8,3.527410330822488e-05,0.7786,False,nosig,grey
ANP32C,3.5247102125329044e-05,0.6929,False,nosig,grey
TRAF3IP2,3.52041901362688e-05,0.9015,False,nosig,grey
LINC02249,3.514514304607046e-05,0.617,False,nosig,grey
ADGRE5,3.5142213878416906e-05,0.7914,False,nosig,grey
CEND1,3.512710532108627e-05,0.8206,False,nosig,grey
TAF4,3.502491239146217e-05,0.7805,False,nosig,grey
VIT,3.501002898455687e-05,0.8894,False,nosig,grey
SSSCA1,3.500007299656293e-05,0.8497,False,nosig,grey
FHIT,3.4973648916281846e-05,0.8937,False,nosig,grey
CIART,3.496485050054462e-05,0.803,False,nosig,grey
BCS1L,3.496113891221093e-05,0.7988,False,nosig,grey
CDH18,3.490959909668907e-05,0.8211,False,nosig,grey
CALHM2,3.4902174231096536e-05,0.8765,False,nosig,grey
HIF1A,3.488619144680116e-05,0.743,False,nosig,grey
ACAA2,3.4802940411317486e-05,0.8205,False,nosig,grey
BOD1L2,3.4789049172267795e-05,0.8779,False,nosig,grey
KTN1-AS1,3.477718178211737e-05,0.9216,False,nosig,grey
FAM229B,3.4769151951444996e-05,0.8692,False,nosig,grey
SSTR3,3.476243667051564e-05,0.6868,False,nosig,grey
LMF2,3.473503673086771e-05,0.8708,False,nosig,grey
L1TD1,3.4730503205100975e-05,0.8734,False,nosig,grey
HAT1,3.470239295054864e-05,0.8601,False,nosig,grey
IWS1,3.467725871181516e-05,0.8247,False,nosig,grey
LOC101928370,3.4671288715069824e-05,0.861,False,nosig,grey
RPS13,3.462683004768523e-05,0.7581,False,nosig,grey
LAMTOR2,3.460441898269025e-05,0.8153,False,nosig,grey
RHOQ,3.457849105271723e-05,0.8244,False,nosig,grey
NRG2,3.4568156894971995e-05,0.7884,False,nosig,grey
PANX2,3.453307436028909e-05,0.8443,False,nosig,grey
IMPDH1,3.451904161702896e-05,0.9132,False,nosig,grey
COMMD5,3.4486400802913375e-05,0.8616,False,nosig,grey
CKAP2,3.4472195742858796e-05,0.8185,False,nosig,grey
SCAP,3.445828029585348e-05,0.7374,False,nosig,grey
DSN1,3.445417099494728e-05,0.8488,False,nosig,grey
HNMT,3.444596478216459e-05,0.856,False,nosig,grey
ID1,3.442538004658741e-05,0.7804,False,nosig,grey
KIF23,3.441320230896255e-05,0.8808,False,nosig,grey
ZNF710,3.4348917425826826e-05,0.9227,False,nosig,grey
CXCL5,3.432848218856016e-05,0.6144,False,nosig,grey
SH3BGRL,3.4309280012988057e-05,0.792,False,nosig,grey
TMED7,3.417434022574202e-05,0.6988,False,nosig,grey
RUSC2,3.4099566557262774e-05,0.781,False,nosig,grey
PRMT6,3.409086360555777e-05,0.8575,False,nosig,grey
EXTL2,3.408709793873195e-05,0.8978,False,nosig,grey
DCAF8,3.407791350777142e-05,0.7107,False,nosig,grey
HIST1H4E,3.402259020379098e-05,0.8612,False,nosig,grey
P2RY1,3.401930915004169e-05,0.8755,False,nosig,grey
DR1,3.398601860813329e-05,0.8223,False,nosig,grey
C12orf57,3.393840727762249e-05,0.8189,False,nosig,grey
DDX5,3.382827976135189e-05,0.7635,False,nosig,grey
OBSCN,3.381704788789778e-05,0.7557,False,nosig,grey
TUBGCP3,3.380392843615967e-05,0.8666,False,nosig,grey
HID1,3.377586628449472e-05,0.8725,False,nosig,grey
C2orf68,3.3735790392293066e-05,0.7452,False,nosig,grey
RNF182,3.371778262245321e-05,0.8736,False,nosig,grey
SCFD1,3.365009780779091e-05,0.8674,False,nosig,grey
LGI1,3.36425638005499e-05,0.8797,False,nosig,grey
PEX19,3.363412895952343e-05,0.6774,False,nosig,grey
C19orf12,3.360262133708405e-05,0.8792,False,nosig,grey
ZNF729,3.359437244454466e-05,0.6749,False,nosig,grey
MAPK10,3.355353820243721e-05,0.8382,False,nosig,grey
CCDC107,3.35482423298243e-05,0.8292,False,nosig,grey
KDM3B,3.3545755395864755e-05,0.8329,False,nosig,grey
BTC,3.351181380862532e-05,0.924,False,nosig,grey
ZNF91,3.3452237374690383e-05,0.8586,False,nosig,grey
ZNF572,3.340609246278825e-05,0.88,False,nosig,grey
GLA,3.33893104267666e-05,0.8678,False,nosig,grey
NRAS,3.334559209969539e-05,0.8717,False,nosig,grey
CCSAP,3.327505485168371e-05,0.8708,False,nosig,grey
ZNF763,3.3221307920214255e-05,0.876,False,nosig,grey
COL1A2,3.320878897717615e-05,0.8518,False,nosig,grey
MED8,3.316823977007268e-05,0.9144,False,nosig,grey
PRKAB1,3.3165064989236945e-05,0.8009,False,nosig,grey
PAPD4,3.308066786506189e-05,0.882,False,nosig,grey
RPL27A,3.304432731415866e-05,0.9116,False,nosig,grey
GCN1,3.302776000214079e-05,0.7606,False,nosig,grey
KCNE4,3.300062872360522e-05,0.7801,False,nosig,grey
AKT2,3.296281587768065e-05,0.7986,False,nosig,grey
ZNF732,3.286914953778215e-05,0.6471,False,nosig,grey
FOXS1,3.280901213613977e-05,0.8458,False,nosig,grey
WWP2,3.2757408612566687e-05,0.8943,False,nosig,grey
ASIC4,3.275445300901669e-05,0.83,False,nosig,grey
EIF3H,3.2664906243510815e-05,0.7765,False,nosig,grey
OR4D2,3.2644617994794933e-05,0.8076,False,nosig,grey
PEMT,3.264454318231948e-05,0.8049,False,nosig,grey
ELMOD3,3.26268449812137e-05,0.7433,False,nosig,grey
SIRT7,3.251779065559253e-05,0.8348,False,nosig,grey
NGDN,3.2513720365183356e-05,0.8727,False,nosig,grey
RFWD3,3.240949551373115e-05,0.9025,False,nosig,grey
ACADM,3.2406347484676213e-05,0.8528,False,nosig,grey
KIFC2,3.231517683070621e-05,0.7977,False,nosig,grey
ATP5IF1,3.222053916775253e-05,0.8442,False,nosig,grey
LDB3,3.219036661319021e-05,0.7857,False,nosig,grey
DACH1,3.214460007773073e-05,0.844,False,nosig,grey
