,beta,p_perm,p_perm_fdr0.05,type,color
CLN6,-0.00018384540737403118,0.4876,False,nosig,grey
FCHO1,-0.00018397564558218633,0.2851,False,nosig,grey
SPARCL1,-0.00018401358878647738,0.2442,False,nosig,grey
TSN,-0.00018403135704319902,0.361,False,nosig,grey
ATP5PD,-0.00018412589202901325,0.1664,False,nosig,grey
PRPSAP1,-0.0001841841108594967,0.183,False,nosig,grey
RASSF1,-0.00018421935697402424,0.3645,False,nosig,grey
PWP1,-0.00018423692729818266,0.4706,False,nosig,grey
HIRA,-0.0001842881938251445,0.511,False,nosig,grey
SCN1A,-0.00018438917183725105,0.3018,False,nosig,grey
MXRA7,-0.00018439238006006815,0.4662,False,nosig,grey
ACOX2,-0.00018445203206583896,0.5325,False,nosig,grey
HAND2,-0.00018446627095183626,0.3849,False,nosig,grey
MMACHC,-0.0001845039935455649,0.3268,False,nosig,grey
WAS,-0.00018459017154868034,0.4478,False,nosig,grey
GALNS,-0.00018460098221662744,0.3043,False,nosig,grey
CMAHP,-0.000184640541714758,0.5218,False,nosig,grey
SMYD4,-0.00018480166036565965,0.2234,False,nosig,grey
DFFA,-0.00018482142449993512,0.2637,False,nosig,grey
MAP4,-0.00018487670147520602,0.1354,False,nosig,grey
C6orf52,-0.00018496927354901175,0.3862,False,nosig,grey
HBA2,-0.00018497322914737702,0.3337,False,nosig,grey
FBXO22,-0.00018504122668679693,0.0713,False,nosig,grey
HPSE2,-0.0001850740127111278,0.4806,False,nosig,grey
PDS5A,-0.0001850969877418342,0.2831,False,nosig,grey
SORCS1,-0.00018512946094530926,0.4325,False,nosig,grey
TBC1D23,-0.00018514915277908516,0.3185,False,nosig,grey
MST1P2,-0.00018534733666484998,0.3592,False,nosig,grey
ZCCHC8,-0.00018535602475498058,0.3142,False,nosig,grey
DDIT4L,-0.00018541914998568743,0.1329,False,nosig,grey
GSTM4,-0.00018549496750739893,0.2476,False,nosig,grey
SCCPDH,-0.00018551338588275495,0.2889,False,nosig,grey
ZSCAN9,-0.0001855229175221534,0.2408,False,nosig,grey
C2orf15,-0.00018553503353651253,0.3833,False,nosig,grey
ZC3H8,-0.00018557365217379754,0.283,False,nosig,grey
XKR8,-0.00018563021030949218,0.2475,False,nosig,grey
CEP78,-0.00018567590275601485,0.4578,False,nosig,grey
HSPA4L,-0.00018568595921882714,0.0858,False,nosig,grey
ESRRG,-0.0001856881863402026,0.3476,False,nosig,grey
LINC00938,-0.00018569322030648994,0.394,False,nosig,grey
ID3,-0.00018569411974446345,0.1266,False,nosig,grey
TMEM38B,-0.0001856975967256384,0.251,False,nosig,grey
MAGEA6,-0.00018573512297863189,0.5095,False,nosig,grey
ADAT1,-0.00018573937681646977,0.3958,False,nosig,grey
CASC1,-0.00018585364692574196,0.5105,False,nosig,grey
ABCG8,-0.00018585380047780403,0.3391,False,nosig,grey
RNASE1,-0.0001859207500544167,0.0176,False,nosig,grey
ZNF566,-0.00018594172464137977,0.5372,False,nosig,grey
SBF2,-0.00018596790423076206,0.4012,False,nosig,grey
LONRF1,-0.00018613653742325997,0.42,False,nosig,grey
DDX25,-0.0001861644406859645,0.3235,False,nosig,grey
SLC22A31,-0.00018623676797158492,0.1779,False,nosig,grey
NALT1,-0.00018624383148389023,0.3572,False,nosig,grey
FAR2P1,-0.00018628565499484952,0.4539,False,nosig,grey
NAALADL2,-0.00018629867061982098,0.2869,False,nosig,grey
TAS2R31,-0.00018656212406576255,0.1423,False,nosig,grey
BBS12,-0.0001866422969820322,0.6403,False,nosig,grey
LETMD1,-0.0001868159671674375,0.3198,False,nosig,grey
PDE4D,-0.00018682370733427112,0.248,False,nosig,grey
CCDC74B,-0.00018684297652395423,0.4016,False,nosig,grey
CDC42BPB,-0.00018689103320857056,0.201,False,nosig,grey
SLC2A8,-0.0001869348412577003,0.1763,False,nosig,grey
ANXA4,-0.00018701876901595688,0.348,False,nosig,grey
EOGT,-0.00018708010139573475,0.5874,False,nosig,grey
RRH,-0.00018711499097573468,0.4207,False,nosig,grey
CSAD,-0.00018713506094934838,0.233,False,nosig,grey
IDH3G,-0.00018715735297656966,0.1815,False,nosig,grey
SNX27,-0.00018716293148142454,0.4395,False,nosig,grey
CCDC15,-0.0001872963008872468,0.4264,False,nosig,grey
RBP7,-0.0001873875200105242,0.3034,False,nosig,grey
WDR91,-0.0001873954006253156,0.3442,False,nosig,grey
ASMTL-AS1,-0.00018740643417662883,0.1073,False,nosig,grey
TRIM26,-0.00018741603896240354,0.1599,False,nosig,grey
SNF8,-0.00018745369342811668,0.3235,False,nosig,grey
SOCS1,-0.00018752401895701806,0.295,False,nosig,grey
GOSR2,-0.00018775704315509266,0.1683,False,nosig,grey
WNT3,-0.000187851329177588,0.1065,False,nosig,grey
SHQ1,-0.00018789831181109375,0.439,False,nosig,grey
PPP1R21,-0.00018797706069457063,0.1399,False,nosig,grey
TMEM106C,-0.0001880945398535304,0.2922,False,nosig,grey
SUPT5H,-0.00018810596004519155,0.1428,False,nosig,grey
SEC14L4,-0.0001881166791634888,0.541,False,nosig,grey
FKBP1B,-0.00018815235065467137,0.4784,False,nosig,grey
GOLT1A,-0.0001882515366443275,0.4426,False,nosig,grey
TTC36,-0.00018826520559862232,0.3652,False,nosig,grey
CDK14,-0.00018836088247807818,0.0871,False,nosig,grey
SAMD9,-0.00018843714719562644,0.5197,False,nosig,grey
BFSP1,-0.00018854074431128321,0.4737,False,nosig,grey
ZNF667,-0.00018857713668098803,0.2062,False,nosig,grey
CMPK1,-0.00018858183671173741,0.2004,False,nosig,grey
POLR1B,-0.00018868922743078956,0.4194,False,nosig,grey
PIN1,-0.0001888043541270614,0.0216,False,nosig,grey
USP32P2,-0.00018889482593408794,0.4873,False,nosig,grey
ANK2,-0.00018897368638614749,0.1675,False,nosig,grey
ZC3H11B,-0.00018912855856668858,0.2413,False,nosig,grey
KIAA1257,-0.00018915253484117148,0.207,False,nosig,grey
AP3B2,-0.0001891530544947322,0.0872,False,nosig,grey
PHGR1,-0.00018919430418133282,0.0567,False,nosig,grey
HNRNPA1L2,-0.0001891976169420121,0.0311,False,nosig,grey
RNF180,-0.00018923672657166675,0.0623,False,nosig,grey
LOC101930085,-0.00018929892185188128,0.2748,False,nosig,grey
RICTOR,-0.000189344326834204,0.2486,False,nosig,grey
POLR2K,-0.00018950154666419323,0.0747,False,nosig,grey
RNF113A,-0.00018961387281822716,0.3831,False,nosig,grey
MSMP,-0.00018972978818817027,0.4698,False,nosig,grey
MAPKBP1,-0.0001898514074155354,0.1142,False,nosig,grey
TMEM209,-0.00018987371544806574,0.3745,False,nosig,grey
C1orf216,-0.00018992072463224423,0.588,False,nosig,grey
IER3IP1,-0.0001900748825173677,0.2023,False,nosig,grey
CKB,-0.00019008148798831443,0.362,False,nosig,grey
FLI1,-0.00019024380925431453,0.3385,False,nosig,grey
PLEKHG3,-0.00019032602264002329,0.127,False,nosig,grey
CD247,-0.0001903566772218484,0.6201,False,nosig,grey
QTRT1,-0.00019038762522191095,0.3505,False,nosig,grey
TAS2R45,-0.00019046717723216614,0.1679,False,nosig,grey
TMEM91,-0.00019060280117546034,0.473,False,nosig,grey
CRCT1,-0.00019067419825492173,0.298,False,nosig,grey
FUT8-AS1,-0.0001907354292479344,0.5172,False,nosig,grey
PRKCD,-0.00019074522850268862,0.0769,False,nosig,grey
MAP3K3,-0.0001907941782427162,0.0385,False,nosig,grey
ZMPSTE24,-0.00019087344553013035,0.2068,False,nosig,grey
GK3P,-0.00019099661802566203,0.5237,False,nosig,grey
MFSD11,-0.0001911641790793781,0.3356,False,nosig,grey
PREPL,-0.00019118298576659512,0.187,False,nosig,grey
CCDC127,-0.00019123342141329357,0.2347,False,nosig,grey
RIOX1,-0.00019130243855357488,0.2187,False,nosig,grey
PCNX2,-0.00019132153353330095,0.1155,False,nosig,grey
VIPAS39,-0.0001913221619792684,0.1735,False,nosig,grey
SNRNP48,-0.00019137203785923884,0.0438,False,nosig,grey
HERC1,-0.00019137694068176614,0.1072,False,nosig,grey
ZNF641,-0.00019142031229781067,0.5202,False,nosig,grey
GTF2A1,-0.0001914751933294773,0.4282,False,nosig,grey
ANKRD13A,-0.00019151136568863205,0.3863,False,nosig,grey
SLC36A1,-0.00019156956842067798,0.1386,False,nosig,grey
STAMBPL1,-0.00019158455756774926,0.3758,False,nosig,grey
GPC1,-0.00019161269579295016,0.2783,False,nosig,grey
OR10V1,-0.00019162600029056585,0.4087,False,nosig,grey
BMP8B,-0.0001916482840191656,0.1825,False,nosig,grey
DNAJC19,-0.00019166105967526742,0.0152,False,nosig,grey
GFOD1,-0.00019169361117056316,0.2664,False,nosig,grey
LOC100506544,-0.00019174082710503507,0.2926,False,nosig,grey
TMOD2,-0.00019176011465418265,0.0609,False,nosig,grey
KLHL15,-0.00019188246987253353,0.228,False,nosig,grey
ELF4,-0.00019190032455025446,0.4791,False,nosig,grey
PPME1,-0.0001919168001623546,0.2069,False,nosig,grey
SDK2,-0.00019206692575002575,0.64,False,nosig,grey
NMNAT3,-0.00019209966934415456,0.5349,False,nosig,grey
NDUFV1,-0.00019219020306456745,0.0963,False,nosig,grey
ZNF486,-0.0001922282282250413,0.1367,False,nosig,grey
CERCAM,-0.0001922466165328517,0.0641,False,nosig,grey
GRID1,-0.00019232191513442374,0.045,False,nosig,grey
COL4A5,-0.00019249923852951008,0.0594,False,nosig,grey
NIT2,-0.0001925079933785203,0.1101,False,nosig,grey
HDLBP,-0.00019253708085100723,0.1436,False,nosig,grey
DKK3,-0.0001926264713635245,0.1027,False,nosig,grey
KDELR3,-0.00019271899221172913,0.3482,False,nosig,grey
UNC13D,-0.000192800140056583,0.2576,False,nosig,grey
EIF4E3,-0.00019283587932685474,0.2753,False,nosig,grey
ZNF709,-0.00019292353573378517,0.4832,False,nosig,grey
TCEAL3,-0.00019292533476968248,0.2572,False,nosig,grey
BCDIN3D,-0.00019301006456349084,0.5227,False,nosig,grey
ZMAT3,-0.00019309907993840023,0.3836,False,nosig,grey
PCDHB18P,-0.00019311999898790643,0.3739,False,nosig,grey
DENND1C,-0.00019321195977045684,0.5486,False,nosig,grey
PCDHA11,-0.0001932271413178958,0.3919,False,nosig,grey
HHIP-AS1,-0.00019329056336721563,0.4595,False,nosig,grey
PYROXD1,-0.00019329864503317087,0.2147,False,nosig,grey
KRCC1,-0.00019330279431655523,0.3497,False,nosig,grey
CHD4,-0.00019331005119688715,0.0766,False,nosig,grey
SLC25A48,-0.0001933516905128447,0.5645,False,nosig,grey
MED22,-0.00019339529960013703,0.2709,False,nosig,grey
TCERG1,-0.0001934843632365433,0.152,False,nosig,grey
BLOC1S1,-0.00019365169163013113,0.097,False,nosig,grey
PLXDC1,-0.00019370224420135323,0.3185,False,nosig,grey
EN2,-0.00019371486697656435,0.1147,False,nosig,grey
MYCBP2,-0.0001938040309635702,0.3212,False,nosig,grey
WWC1,-0.0001940930515996669,0.1928,False,nosig,grey
ROM1,-0.00019410397392339242,0.2578,False,nosig,grey
KCNJ5,-0.00019413005628239228,0.2709,False,nosig,grey
PYGB,-0.0001942002429787845,0.1953,False,nosig,grey
DAPK1-IT1,-0.00019424118811313547,0.413,False,nosig,grey
UPK3B,-0.00019433824296167173,0.2747,False,nosig,grey
LOC646626,-0.00019444634965958108,0.3592,False,nosig,grey
WFDC10B,-0.00019446292499648163,0.0188,False,nosig,grey
SLC9A3R1,-0.00019449474706793155,0.3058,False,nosig,grey
MTIF2,-0.0001946087972737307,0.3621,False,nosig,grey
RNF145,-0.0001946802423717013,0.1944,False,nosig,grey
ANP32AP1,-0.0001947602284188878,0.2301,False,nosig,grey
CLVS1,-0.00019477250610454134,0.365,False,nosig,grey
CCDC113,-0.00019484803052011577,0.2659,False,nosig,grey
ZNF418,-0.0001948782998349505,0.3697,False,nosig,grey
PGGHG,-0.00019488631958313574,0.3655,False,nosig,grey
CHST4,-0.00019494276629599452,0.3536,False,nosig,grey
OTUD6B,-0.00019504787739753844,0.1298,False,nosig,grey
MICU2,-0.00019505039565656995,0.2807,False,nosig,grey
DBF4B,-0.00019518181336835813,0.3606,False,nosig,grey
TRAM1,-0.0001952463978941482,0.2059,False,nosig,grey
CBLN4,-0.00019531376791679349,0.2369,False,nosig,grey
LTV1,-0.00019537605809840421,0.376,False,nosig,grey
HDHD2,-0.0001954022024178731,0.1367,False,nosig,grey
PPP2CB,-0.00019552466150507967,0.1292,False,nosig,grey
ETHE1,-0.00019558902004305733,0.2813,False,nosig,grey
SMCR5,-0.00019559326793635603,0.0699,False,nosig,grey
HTT,-0.00019559559099399277,0.0927,False,nosig,grey
ANXA1,-0.00019559989204187458,0.2084,False,nosig,grey
RBMS3,-0.0001956702941163072,0.2599,False,nosig,grey
GLOD4,-0.00019569061119705216,0.1673,False,nosig,grey
GRIK4,-0.00019573826693209501,0.5575,False,nosig,grey
ZC3H12B,-0.00019576402249409585,0.3515,False,nosig,grey
AVEN,-0.00019580157809739144,0.3448,False,nosig,grey
MTFR1,-0.00019592799287048817,0.3312,False,nosig,grey
SLC6A6,-0.0001959309855503196,0.1827,False,nosig,grey
QPRT,-0.00019594926029711495,0.3498,False,nosig,grey
SOX15,-0.000196084330455531,0.1676,False,nosig,grey
PRKX,-0.0001961320878236159,0.5753,False,nosig,grey
FUBP3,-0.00019621066883210813,0.359,False,nosig,grey
GLB1,-0.00019631364828241125,0.306,False,nosig,grey
JAG2,-0.00019632761203894531,0.3464,False,nosig,grey
SLC25A19,-0.0001963937140105392,0.2543,False,nosig,grey
TMEM196,-0.00019663782702458783,0.236,False,nosig,grey
RAB2A,-0.00019667893422199234,0.1597,False,nosig,grey
ABCB6,-0.00019672650724718538,0.1962,False,nosig,grey
LINC00484,-0.00019676419351872707,0.0522,False,nosig,grey
SOX9,-0.00019701980830390245,0.3515,False,nosig,grey
ZFP90,-0.0001970619650280162,0.2998,False,nosig,grey
ARFGEF3,-0.00019719295974100656,0.2589,False,nosig,grey
TRIM13,-0.00019719866280321833,0.3665,False,nosig,grey
SLC46A1,-0.0001972214360680025,0.1669,False,nosig,grey
GPAT3,-0.00019730296101147008,0.3788,False,nosig,grey
ATP4A,-0.00019731764988283173,0.3658,False,nosig,grey
NPY,-0.00019732123714697963,0.5009,False,nosig,grey
HNF1A-AS1,-0.00019734045920433168,0.2674,False,nosig,grey
OSER1,-0.00019740481950943434,0.1687,False,nosig,grey
POPDC2,-0.00019750997892476114,0.3161,False,nosig,grey
GEMIN7,-0.0001975590689866775,0.3677,False,nosig,grey
HNRNPR,-0.00019759564158839201,0.1497,False,nosig,grey
TCP1,-0.00019766412305320414,0.1691,False,nosig,grey
PDE8B,-0.00019767143309230107,0.4109,False,nosig,grey
DPP10,-0.0001976722235992954,0.5049,False,nosig,grey
MTERF3,-0.00019771439325517854,0.3123,False,nosig,grey
MAPK9,-0.00019773709874029615,0.3071,False,nosig,grey
SLC30A10,-0.00019778815693230435,0.3458,False,nosig,grey
CBFA2T2,-0.00019784656599170652,0.2114,False,nosig,grey
SCYL1,-0.00019790797560204572,0.1308,False,nosig,grey
CTGF,-0.00019792974179813188,0.3311,False,nosig,grey
CLP1,-0.00019795369595850232,0.393,False,nosig,grey
MOB1A,-0.0001980619209763901,0.2631,False,nosig,grey
COQ9,-0.00019806557873623147,0.1861,False,nosig,grey
CADM3,-0.0001980856808453116,0.0787,False,nosig,grey
SUMF1,-0.00019811856392836457,0.3872,False,nosig,grey
SNUPN,-0.00019813300828404776,0.325,False,nosig,grey
AMOTL2,-0.00019818139349854952,0.3201,False,nosig,grey
VSTM4,-0.00019821195577715062,0.3275,False,nosig,grey
VPS26B,-0.00019823139694853122,0.1613,False,nosig,grey
COL11A1,-0.00019827267300723007,0.4875,False,nosig,grey
LINC01126,-0.00019834380027575674,0.4291,False,nosig,grey
EVPL,-0.00019837331838458135,0.2864,False,nosig,grey
DICER1-AS1,-0.00019838376810042316,0.3119,False,nosig,grey
KMT2A,-0.00019839080974868,0.0761,False,nosig,grey
MFF,-0.0001984177458552186,0.1697,False,nosig,grey
KRTAP5-10,-0.0001984319249172179,0.0621,False,nosig,grey
CD99L2,-0.00019856975577258528,0.0407,False,nosig,grey
N6AMT1,-0.00019880608858947895,0.1591,False,nosig,grey
ATL2,-0.00019881272114351793,0.4374,False,nosig,grey
GSTA4,-0.00019891436247116315,0.2118,False,nosig,grey
SGK1,-0.00019913671362087776,0.236,False,nosig,grey
LOXHD1,-0.00019914770729862456,0.5508,False,nosig,grey
CCDC57,-0.00019915377525316346,0.0737,False,nosig,grey
BMS1P14,-0.0001992590491692994,0.1355,False,nosig,grey
TTLL7,-0.00019927367329932013,0.2706,False,nosig,grey
JAM2,-0.00019932620116520314,0.1171,False,nosig,grey
RORB,-0.00019944784373239092,0.3525,False,nosig,grey
EZH1,-0.00019945652419878072,0.0277,False,nosig,grey
HIP1R,-0.00019948562576104325,0.1346,False,nosig,grey
PACRGL,-0.0001995123159672064,0.2999,False,nosig,grey
LINC01146,-0.00019952729970163218,0.2746,False,nosig,grey
MYBBP1A,-0.00019953480306583192,0.3361,False,nosig,grey
PFKFB4,-0.00019971089618947555,0.2292,False,nosig,grey
SPACA3,-0.00019971943613175523,0.153,False,nosig,grey
WDR26,-0.00019973398131573568,0.3544,False,nosig,grey
TBC1D27P,-0.00019976070589244177,0.5331,False,nosig,grey
NRM,-0.00019986571355591197,0.2774,False,nosig,grey
TRAP1,-0.0001998729865392529,0.3114,False,nosig,grey
IDH1-AS1,-0.00019991859690562426,0.2024,False,nosig,grey
ATG5,-0.00019992821102103695,0.2048,False,nosig,grey
NPHS1,-0.00019994406475567497,0.5423,False,nosig,grey
NDUFA4,-0.00019996439249181857,0.0703,False,nosig,grey
C1orf53,-0.00019996461899333148,0.1276,False,nosig,grey
CRYAB,-0.00019997917798037626,0.1832,False,nosig,grey
MUC3A,-0.00020004077225868846,0.3271,False,nosig,grey
CDC26,-0.00020005615967612285,0.2169,False,nosig,grey
FEN1,-0.00020007241245402659,0.112,False,nosig,grey
ZNF805,-0.0002001323400798662,0.2715,False,nosig,grey
PDCL,-0.00020014439536223029,0.1754,False,nosig,grey
APOD,-0.00020025051320349783,0.1213,False,nosig,grey
LIX1,-0.00020027836150587078,0.0766,False,nosig,grey
CCNDBP1,-0.00020030176472705916,0.0711,False,nosig,grey
ROGDI,-0.00020030612434072882,0.2615,False,nosig,grey
SPRY1,-0.0002004463036427273,0.2947,False,nosig,grey
FRRS1L,-0.00020045505904385871,0.177,False,nosig,grey
ZXDC,-0.00020052852326237858,0.1793,False,nosig,grey
B2M,-0.0002005526521968609,0.1481,False,nosig,grey
CBLL1,-0.00020058058286569482,0.2429,False,nosig,grey
BMS1P2,-0.000200595657991738,0.3253,False,nosig,grey
PEBP4,-0.00020091950961970045,0.2937,False,nosig,grey
C8orf74,-0.00020101170943851986,0.2227,False,nosig,grey
MS4A7,-0.00020108134363602513,0.4717,False,nosig,grey
YIPF4,-0.00020112086391414177,0.2577,False,nosig,grey
SCD5,-0.00020123253891250986,0.1065,False,nosig,grey
SPTLC2,-0.0002012719951821401,0.2837,False,nosig,grey
PRMT5,-0.00020127809066663996,0.0948,False,nosig,grey
CYP11A1,-0.0002013467396643318,0.4679,False,nosig,grey
RGS3,-0.00020137683250243474,0.16,False,nosig,grey
SLC7A5P2,-0.0002014440012177183,0.4485,False,nosig,grey
SORL1,-0.00020145169140422143,0.0477,False,nosig,grey
PARP10,-0.0002015103868416102,0.184,False,nosig,grey
MACROD2,-0.00020159801391194795,0.3986,False,nosig,grey
PPP1CB,-0.00020160562457418186,0.3634,False,nosig,grey
EVA1C,-0.00020165834162524866,0.3708,False,nosig,grey
CNTFR,-0.00020176768197867196,0.2111,False,nosig,grey
CMTM4,-0.00020179229681307155,0.1693,False,nosig,grey
SRP9,-0.00020205498513830008,0.3384,False,nosig,grey
DRG1,-0.00020208310129441636,0.1198,False,nosig,grey
LURAP1,-0.00020222769670042682,0.4311,False,nosig,grey
POM121L1P,-0.00020241983995076567,0.286,False,nosig,grey
MAS1L,-0.0002024795568915461,0.3945,False,nosig,grey
SPP1,-0.00020256359557007506,0.0381,False,nosig,grey
RPL10,-0.0002025728863849156,0.2256,False,nosig,grey
BAALC-AS2,-0.00020262761945502003,0.3083,False,nosig,grey
ZSCAN31,-0.00020270729231518892,0.4408,False,nosig,grey
ELK1,-0.00020271126468091212,0.1567,False,nosig,grey
SCN4A,-0.0002027638880604753,0.4313,False,nosig,grey
ZNF518A,-0.0002028050234449393,0.2722,False,nosig,grey
PRKCG,-0.00020289676399577118,0.3558,False,nosig,grey
KMT5B,-0.00020294593100601607,0.2319,False,nosig,grey
LCTL,-0.0002030094141626528,0.3791,False,nosig,grey
LPIN1,-0.00020306867059146876,0.18,False,nosig,grey
ADAT2,-0.00020319936261432164,0.508,False,nosig,grey
ADRA2A,-0.00020326030652055972,0.5203,False,nosig,grey
CWC25,-0.00020341235799093262,0.2363,False,nosig,grey
LOC100507351,-0.00020341675605970195,0.5016,False,nosig,grey
RNPS1,-0.00020343648873714937,0.3059,False,nosig,grey
DRAP1,-0.00020354370473542967,0.1742,False,nosig,grey
NT5C,-0.0002036723418737797,0.316,False,nosig,grey
IGF1,-0.00020372412519175214,0.6252,False,nosig,grey
BTF3,-0.0002037866106300197,0.0765,False,nosig,grey
RSPO2,-0.00020389680086853437,0.6833,False,nosig,grey
FAM86FP,-0.00020401732443089138,0.0725,False,nosig,grey
SCAMP3,-0.00020404207090460164,0.2492,False,nosig,grey
CABLES2,-0.00020408697127374052,0.1537,False,nosig,grey
ABCB1,-0.00020416001186228974,0.3909,False,nosig,grey
ITGB8,-0.0002042042936006385,0.0821,False,nosig,grey
KLHDC2,-0.00020423895785688656,0.08,False,nosig,grey
STYXL1,-0.00020424441244004841,0.5753,False,nosig,grey
CPNE3,-0.00020438406179606208,0.3751,False,nosig,grey
ZNF853,-0.00020447546136121632,0.1259,False,nosig,grey
RAD23B,-0.0002045640618561781,0.2996,False,nosig,grey
ZNF41,-0.00020456650527625743,0.3589,False,nosig,grey
BAG5,-0.0002046639202338947,0.1732,False,nosig,grey
FOLH1B,-0.0002046779414589052,0.0574,False,nosig,grey
OR7E5P,-0.00020474875716836407,0.6317,False,nosig,grey
PPIL3,-0.00020482806356995735,0.14,False,nosig,grey
PTDSS2,-0.00020496630852438836,0.1134,False,nosig,grey
ACY3,-0.00020508920581754951,0.502,False,nosig,grey
FAHD2B,-0.0002052462111836444,0.4761,False,nosig,grey
TMEM35B,-0.0002052603820851175,0.2067,False,nosig,grey
CDK18,-0.0002052781662775341,0.1042,False,nosig,grey
C5orf58,-0.00020530062414553262,0.0794,False,nosig,grey
URB1,-0.00020533684698051312,0.3643,False,nosig,grey
HECTD2,-0.00020534623814393024,0.361,False,nosig,grey
PYCARD,-0.00020537637873497874,0.139,False,nosig,grey
DNAJA4,-0.00020544638200442652,0.4645,False,nosig,grey
ANKRD42,-0.00020544907336275873,0.2228,False,nosig,grey
SSNA1,-0.0002055013870295007,0.1801,False,nosig,grey
ESR1,-0.0002055049974246322,0.4214,False,nosig,grey
CMTM8,-0.00020552708094315856,0.4276,False,nosig,grey
NOTCH2,-0.00020561573891603695,0.096,False,nosig,grey
SEPHS2,-0.00020562880075202807,0.4583,False,nosig,grey
RAP1GAP,-0.00020573540550178923,0.2619,False,nosig,grey
