well_id,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,donor,suit_x,suit_y,suit_z,Y
158402968,4709,64,158402968,CB,Ve-VIIIA,VIIIA,156416123,93,146,181,-3.9904251788078,-84.3522548071714,-38.0305526975198,15697,-4,-81,-36,0.6848313464568212
158402856,4708,64,158402856,CB,Ve-VIIB,VIIB,156416318,93,136,170,-4.13482807003286,-73.1488825284155,-31.2536676060754,15697,-1,-72,-26,0.5440890121459961
158403030,4707,64,158403030,CB,Ve-VIIAt,VIIAt,156416417,93,141,188,-3.90346798711376,-89.38970092179459,-34.3492840394955,15697,-2,-87,-32,0.6050720810890198
158403014,4706,64,158403014,CB,Ve-VIIAf,VIIAf,156416592,93,130,173,-5.10109987530945,-73.15322828904759,-28.379313557164306,15697,-1,-74,-21,0.5936878704362445
158402884,4719,63,158402884,CB,PV-IV,"IV, left, paravermis",156427266,103,121,135,-9.755200755698551,-43.272209900078,-11.1317661148842,15697,-9,-42,-9,0.3160589002072811
158402854,4724,63,158402854,CB,PV-Crus II,"Crus II, left, paravermis",156428428,103,143,187,-12.9434941991049,-90.89768632017272,-34.511624466861,15697,-13,-86,-34,0.34723857949887005
158402982,4728,63,158402982,CB,PV-IX,"IX, left, paravermis",156511928,103,171,146,-12.0874192619593,-55.142569546365,-61.4032595607775,15697,-11,-50,-59,0.37580498142374885
158402886,4726,63,158402886,CB,PV-VIIIA,"VIIIA, left, paravermis",156512630,103,166,161,-13.710702085192,-68.0574406169063,-53.5523633480479,15697,-12,-64,-54,0.2485218197107315
158402992,4734,62,158402992,CB,He-III,"III, left, lateral hemisphere",156515495,119,137,125,-26.696452130929494,-32.967922776655804,-27.127791023078604,15697,-24,-32,-23,0.34606899533952984
158402960,4743,62,158402960,CB,He-VIIIB,"VIIIB, left, lateral hemisphere",156515260,119,164,135,-28.1455545504999,-40.5910716416844,-55.7545065915409,15697,-26,-38,-51,0.4267619655412786
158402928,4734,62,158402928,CB,He-III,"III, left, lateral hemisphere",156515494,119,137,124,-26.926357376505603,-32.0032454172075,-27.022193935953805,15697,-24,-32,-23,0.34606899533952984
158402898,4741,62,158402898,CB,He-VIIB,"VIIB, left, lateral hemisphere",156518351,119,162,169,-28.9912253257384,-78.5099832419016,-50.926542101261,15697,-28,-71,-50,0.9345223094735827
158403026,4736,62,158403026,CB,He-V,"V, left, lateral hemisphere",156517737,119,134,145,-26.2055819596562,-51.0267095505529,-23.9634018691603,15697,-26,-49,-20,0.2020492744114664
158402974,4742,61,158402974,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",156555701,128,170,151,-37.2233609828082,-60.27622983596,-60.03739060668861,15697,-35,-53,-56,0.5956075282560455
158402912,4741,61,158402912,CB,He-VIIB,"VIIB, left, lateral hemisphere",156560937,128,170,153,-37.066059480103895,-62.4342475416462,-59.6088368650426,15697,-35,-55,-56,0.6207503825426102
158402896,4740,61,158402896,CB,He-Crus II,"Crus II, left, lateral hemisphere",156560177,128,160,170,-37.8026837865906,-78.5047590918261,-47.641484561245,15697,-36,-71,-48,0.6927669708217893
