"gene","target.u","comparison.u","target.sum","comparison.sum","log.target.u","log.comparison.u","pval","fc","fc.disp","target.sum.L","target.sum.R","target.sum.per.100k","target.sum.L.per.100k","target.sum.R.per.100k","fc.thresh","pval.thresh","amt.thresh","user.selected","expr.pass"
"Unc93b1",0.00084540643640625,1.90648817104506e-06,54,86,4.45434729625351,0,1.60348201623361e-101,4.45434729625351,86,40,69,85.7238105821282,63.4991189497246,109.535980188275,TRUE,TRUE,TRUE,FALSE,TRUE
"Ctsc",0.000792896018125,2.35640063516779e-06,59,108,4.38202663467388,0,5.51887897768719e-108,4.38202663467388,80,44,75,93.6612004508438,69.849030844697,119.060848030734,TRUE,TRUE,TRUE,FALSE,TRUE
"Apbb1ip",0.0007219009309375,6.23006659635666e-07,40,20,4.29045944114839,0,6.84946471384377e-89,4.29045944114839,73,28,53,63.4991189497246,44.4493832648072,84.1363326083851,TRUE,TRUE,TRUE,FALSE,TRUE
"Mpeg1",0.00071148614484375,1.26070783509108e-07,43,3,4.27666611901606,0,4.2706448203837e-108,4.27666611901606,72,31,56,68.2615528709539,49.2118171860365,88.8987665296144,TRUE,TRUE,TRUE,FALSE,TRUE
"Ptpn18",0.00063020853984375,2.66049264659636e-06,45,68,4.15888308335967,0,1.16635979398265e-85,4.15888308335967,64,32,59,71.4365088184401,50.7992951597797,93.6612004508438,TRUE,TRUE,TRUE,FALSE,TRUE
"Ltc4s",0.00060913606015625,9.15228346462129e-07,40,70,4.12713438504509,0,2.34485838952592e-74,4.12713438504509,62,28,53,63.4991189497246,44.4493832648072,84.1363326083851,TRUE,TRUE,TRUE,FALSE,TRUE
"Rgs10",0.00122121055046875,8.73612905441994e-06,76,304,4.81218435537242,0.693147180559945,6.38067780584281e-117,4.11903717481247,61.5,59,94,120.648326004477,93.6612004508438,149.222929531853,TRUE,TRUE,TRUE,FALSE,TRUE
"Cbr2",0.000547343856875,1.09710002684564e-07,40,3,4.02535169073515,0,2.10360187394718e-100,4.02535169073515,56,28,53,63.4991189497246,44.4493832648072,84.1363326083851,TRUE,TRUE,TRUE,FALSE,TRUE
"Dab2",0.0005549105153125,4.48859338799616e-06,47,185,4.02535169073515,0,2.92734982732911e-73,4.02535169073515,56,34,61,74.6114647659264,53.9742511072659,96.83615639833,TRUE,TRUE,TRUE,FALSE,TRUE
"Cst3",0.043615764415625,0.00076726909012119,2680,24704,8.38091517312361,4.35670882668959,0,4.02420634643402,55.9358974358974,2581,2780,4254.44096963155,4097.28065023098,4413.18876700586,TRUE,TRUE,TRUE,FALSE,TRUE
