"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"Cell Projection Organization",0.625,-0.71875,0.708333333333333,0.729166666666667,-0.620923913043478,-0.65625,-0.504464285714286,0.4375,-0.9375,0.586206896551724,0.307565789473684,0.584134615384615,0.78125,0.78125,0.770833333333333,-0.78125,-0.645833333333333,0.75,-0.53125,-0.645833333333333,0.658653846153846,0.40625,-0.888888888888889,-0.842105263157895,-0.628472222222222,0.447916666666667,0.589673913043478,-0.75,-0.471467391304348,0.60875,0.65625,-0.28125,-0.590460526315789,-0.888888888888889,0.8125,0.4375,-0.475,-0.870833333333333,-0.65625,0.8125,0.96875,-0.367559523809524,-0.55,-0.5625,0.65625,0.6875,0.5625,0.502083333333333,-0.525297619047619,0.690340909090909,0.944444444444444,-0.5625,0.71875,0.875,-0.941176470588235,-0.851102941176471,0.566666666666667,-0.34375,-0.375,0.78125
"Cellular Lipid Metabolic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Cellular Macromolecule Localization",0.625,-0.590460526315789,0.664402173913043,-0.59375,-0.56875,-0.84375,-0.90625,-0.4375,-0.456018518518519,-0.420454545454545,-0.8125,0.440217391304348,0.78125,0.839583333333333,0.651785714285714,-0.78125,0.62962962962963,0.75,-0.599431818181818,-0.645833333333333,0.71875,-0.71875,-0.842105263157895,-0.727272727272727,-0.71875,0.549632352941177,-0.638888888888889,-0.424107142857143,0.8125,0.96875,0.729166666666667,0.475328947368421,-0.34375,-0.59375,1,-0.625,0.75,0.53125,-0.59375,-0.75,1,-0.420454545454545,-0.75,-0.6875,0.444711538461538,0.78125,0.59375,0.78125,0.34375,0.614583333333333,0.75,0.803571428571429,0.857638888888889,0.60625,-0.90625,-0.46875,0.515151515151515,-0.4375,-0.479166666666667,-0.71875
"Cellular Protein Catabolic Process",0.428453267162945,-0.709677419354838,-0.556451612903226,0.663594470046083,-0.709677419354838,0.68,-0.316970546984572,-0.800248138957816,0.471198156682028,-0.728739002932551,0.650853889943074,0.535980148883375,0.666199158485274,0.653846153846154,0.447368421052632,0.774193548387097,0.539170506912442,-0.453510436432637,0.67741935483871,-0.269677419354839,0.52073732718894,0.751710654936461,0.729646697388633,-0.741935483870967,-0.297043010752688,-0.666666666666666,-0.451612903225806,-0.612903225806451,0.539784946236559,0.645161290322581,-0.32258064516129,-0.935483870967741,0.708333333333333,-0.422287390029325,-0.728110599078341,-0.741935483870967,0.512406947890819,0.354838709677419,-0.466893039049236,0.511921458625526,-0.580645161290322,0.817836812144213,-0.69106699751861,-0.756097560975609,0.741935483870968,-0.483870967741935,-0.615384615384615,0.452725250278087,0.67741935483871,-0.467741935483871,-0.431451612903226,-0.643758765778401,-0.718637992831541,0.306451612903226,0.354838709677419,0.471198156682028,0.666199158485274,0.612903225806452,-0.335685483870968,-0.354838709677419
"Cellular Response To Dna Damage Stimulus",0.819852941176471,0.639705882352941,0.803571428571429,-0.628472222222222,0.46875,-0.625,-0.34375,-0.615384615384615,-0.375,0.625,-0.6875,-0.59375,-0.71875,-0.8125,-0.59375,-0.39375,-0.842105263157895,0.839583333333333,-0.65625,0.664402173913043,-0.59375,-0.71875,0.739130434782609,0.53125,-1,0.423611111111111,0.5625,-0.520833333333333,-0.59375,-0.721590909090909,0.515151515151515,0.96875,-0.65625,-0.75,-0.46875,0.730654761904762,-0.546195652173913,-0.4375,0.90625,-0.758223684210526,-0.4975,-0.524305555555556,0.6875,0.9375,-0.78125,-0.5,-0.772916666666667,-0.3125,-0.420454545454545,0.625,-0.59375,0.651785714285714,0.53125,-0.420454545454545,-0.3125,0.365489130434783,0.4375,-0.446428571428571,0.658653846153846,0.78125
"Cellular Response To Endogenous Stimulus",0.714285714285714,-0.331306990881459,0.401331719128329,-0.321428571428571,-0.380952380952381,-0.568831168831169,-0.403679653679653,-0.390243902439024,-0.569264069264069,0.340618336886994,-0.338145896656535,0.413561076604555,0.429782082324455,0.383116883116883,0.261904761904762,-0.702380952380952,-0.45,-0.321428571428571,-0.628787878787879,-0.615902964959569,0.350840336134454,-0.392857142857143,-0.607142857142857,-0.331232492997199,-0.628048780487805,0.5,-0.37192118226601,-0.308880308880309,-0.411904761904762,-0.304945054945055,0.585956416464891,0.381696428571429,-0.579365079365079,-0.390243902439024,0.73015873015873,-0.261904761904762,-0.527003484320557,-0.491071428571428,-0.405844155844156,0.539377289377289,0.75,-0.31328320802005,-0.285714285714286,0.657142857142857,0.61038961038961,0.488095238095238,0.285714285714286,-0.291208791208791,-0.347402597402597,0.428571428571429,0.764824797843666,0.323308270676692,0.5,0.786190476190476,-0.509740259740259,0.361111111111111,0.404312668463612,-0.339285714285714,-0.363636363636363,0.553156146179402
"Cellular Response To Organic Cyclic Compound",0.90625,0.625,0.597222222222222,-0.84375,0.46875,-0.75,-0.59375,-0.727272727272727,-0.424107142857143,0.625,-0.75,-0.732142857142857,-0.71875,-0.875,-0.675,-0.689903846153846,-0.675,-0.90625,-0.90625,-0.75,-0.6875,-0.75,-0.71875,0.4375,-0.71875,0.71875,0.625,0.614583333333333,0.839583333333333,-0.581730769230769,0.96875,0.9375,-0.875,-0.416666666666667,0.9375,0.65625,-0.870833333333333,0.810855263157895,0.84375,-0.40625,0.65625,-0.96875,0.75,1,-0.53125,0.729779411764706,0.700892857142857,-0.71875,-0.675,0.625,0.568181818181818,0.726973684210526,0.548387096774194,0.336805555555556,-0.496527777777778,0.625,-0.40625,-0.75,0.614583333333333,0.78125
"Cellular Response To Stress",-0.484848484848485,0.457142857142857,-0.541025641025641,-0.466666666666667,-0.651851851851852,-0.410752688172043,0.328070175438597,-0.437984496124031,0.266666666666667,0.272222222222222,-0.66,-0.333333333333333,-0.6,-0.733333333333333,-0.633333333333333,-0.406666666666667,-0.666666666666667,0.382758620689655,-0.571428571428571,0.671212121212121,-0.544444444444444,-0.333333333333333,0.414634146341463,0.447368421052632,-0.64,0.328985507246377,-0.490909090909091,0.336585365853659,-0.615686274509804,-0.461904761904762,0.589285714285714,0.831531531531532,-0.566666666666667,0.488888888888889,-0.395238095238095,0.5,-0.421621621621622,0.4,0.633333333333333,-0.7,-0.465040650406504,0.488888888888889,0.633333333333333,0.522222222222222,0.509523809523809,-0.3,0.271428571428571,-0.233333333333333,-0.261111111111111,0.347619047619048,-0.568627450980392,0.535294117647059,0.377777777777778,0.593333333333333,0.278378378378378,0.558974358974359,0.804504504504505,0.415315315315315,0.433333333333333,0.677777777777778
"Central Nervous System Development",0.664402173913043,-0.3125,-0.761904761904762,0.513392857142857,0.6875,0.447916666666667,0.625,-0.8125,-0.5,0.696022727272727,-0.571428571428571,0.700892857142857,0.84375,0.8125,0.78125,0.5625,-0.3125,0.34375,0.75,0.78125,0.6875,0.84375,0.75,-0.59375,0.6875,-0.6375,0.696022727272727,0.75,-0.629464285714286,-0.90625,0.6875,-0.59375,-0.68125,-0.8125,-0.604166666666667,-0.78125,-0.4375,-0.875,-0.695652173913043,0.53125,-0.75,-0.75,0.875,0.514423076923077,0.53125,-0.96875,-0.34375,-0.34375,-0.84375,0.65625,-0.8125,1,0.446022727272727,0.875,-0.90625,-0.625,-0.6875,-0.71875,-0.760416666666667,-0.670955882352941
"Centrosome",-0.683467741935483,0.419354838709677,0.836484983314794,-0.709677419354838,0.258064516129032,-0.612903225806451,-0.32258064516129,0.548387096774194,0.741935483870968,0.762973352033661,0.412634408602151,0.548387096774194,0.645161290322581,0.696480938416422,0.599555061179088,-0.451612903225806,0.548387096774194,0.761786600496278,-0.598566308243727,0.387096774193548,-0.299539170506912,-0.709677419354838,0.548387096774194,0.555178268251273,-0.635483870967741,0.774193548387097,-0.672325976230899,0.561827956989247,0.774193548387097,-0.6848635235732,-0.419354838709677,0.588709677419355,-0.774193548387096,0.60752688172043,0.634792626728111,0.471198156682028,0.505376344086022,-0.606451612903225,-0.864764267990074,-0.806451612903225,0.5,0.5,0.556451612903226,-0.677419354838709,-0.350967741935484,-0.935483870967741,-0.632538569424964,0.774193548387097,-0.610752688172043,0.908918406072106,0.363557105492589,0.528862478777589,0.300509337860781,-0.677419354838709,-0.422287390029325,0.354838709677419,-0.421052631578947,0.283154121863799,0.309677419354839,0.353494623655914
"Chemokine Production",-0.516129032258065,-0.416666666666667,0.395,-0.670955882352941,-0.68125,-0.3125,-0.71875,-0.84375,-0.375,-0.670955882352941,-0.760416666666667,-0.5625,-0.5625,-0.6875,-0.625,0.46625,-0.625,-0.68125,0.6875,-0.71875,-0.6875,-0.580882352941176,-0.40625,-0.6375,-0.5625,0.65625,-0.40625,0.447916666666667,-0.5,-0.526785714285714,0.71875,0.875,-0.625,0.589673913043478,0.726973684210526,-0.375,-0.674342105263158,-0.4375,0.59375,-0.65625,0.336309523809524,0.484879032258065,0.59375,0.484879032258065,1,-0.625,0.465277777777778,-0.581730769230769,-0.506578947368421,0.639705882352941,-0.338815789473684,0.770833333333333,0.653846153846154,0.8125,0.572916666666667,0.875,0.726973684210526,0.493055555555556,0.741666666666667,0.90625
"Chromatin",0.68974358974359,-0.433333333333333,0.614285714285714,-0.571428571428571,-0.404761904761905,-0.533333333333333,0.550877192982456,-0.860283687943262,-0.587179487179487,0.485714285714286,-0.703921568627451,-0.416666666666666,0.333333333333333,-0.580952380952381,-0.366666666666667,-0.9,-0.433333333333333,-0.585714285714286,-0.49047619047619,-0.709523809523809,-0.810810810810811,-0.483333333333333,-0.698039215686274,-0.366666666666667,-0.452688172043011,0.71304347826087,0.522222222222222,-0.366666666666666,-0.647619047619048,-0.565040650406504,0.566666666666667,0.390476190476191,-0.68843537414966,-0.652941176470588,0.606451612903226,-0.625287356321839,-0.833333333333333,-0.936170212765957,-0.45,0.320689655172414,0.833333333333333,-0.9,0.45,0.606666666666667,-0.452688172043011,-0.366666666666667,-0.533333333333333,-0.597435897435897,-0.966666666666667,-0.470175438596491,-0.325,0.51025641025641,0.529487179487179,0.538888888888889,-0.612280701754386,-0.524590163934426,-0.56969696969697,-0.766666666666667,-0.633333333333333,0.547619047619048
"Chromosome",0.68974358974359,-0.433333333333333,0.614285714285714,-0.571428571428571,-0.404761904761905,-0.533333333333333,0.550877192982456,-0.860283687943262,-0.587179487179487,0.485714285714286,-0.703921568627451,-0.416666666666666,0.333333333333333,-0.580952380952381,-0.366666666666667,-0.9,-0.433333333333333,-0.585714285714286,-0.49047619047619,-0.709523809523809,-0.810810810810811,-0.483333333333333,-0.698039215686274,-0.366666666666667,-0.452688172043011,0.71304347826087,0.522222222222222,-0.366666666666666,-0.647619047619048,-0.565040650406504,0.566666666666667,0.390476190476191,-0.68843537414966,-0.652941176470588,0.606451612903226,-0.625287356321839,-0.833333333333333,-0.936170212765957,-0.45,0.320689655172414,0.833333333333333,-0.9,0.45,0.606666666666667,-0.452688172043011,-0.366666666666667,-0.533333333333333,-0.597435897435897,-0.966666666666667,-0.470175438596491,-0.325,0.51025641025641,0.529487179487179,0.538888888888889,-0.612280701754386,-0.524590163934426,-0.56969696969697,-0.766666666666667,-0.633333333333333,0.547619047619048
"Cis Regulatory Region Sequence Specific Dna Binding",0.663082437275986,0.62962962962963,0.692699490662139,-0.343010752688172,0.686379928315412,-0.677419354838709,0.412634408602151,-0.592592592592592,-0.494134897360703,0.645161290322581,-0.297043010752688,0.452590420332356,-0.470588235294117,-0.790967741935483,0.603225806451613,-0.475073313782991,-0.672325976230899,0.543424317617866,-0.451612903225806,-0.451612903225806,-0.566308243727598,-0.584229390681003,0.58765778401122,0.419354838709677,0.516129032258065,0.681451612903226,0.645161290322581,0.418010752688172,-0.624787775891341,-0.838709677419354,0.5,0.774193548387097,-0.638519924098671,-0.459907834101382,0.541745730550285,0.56989247311828,-0.774193548387096,-0.672325976230899,0.767741935483871,-0.418242491657397,0.505376344086022,-0.833930704898446,0.667861409796894,0.85663082437276,-0.672325976230899,-0.354838709677419,-0.580645161290322,-0.487358326068003,-0.903225806451612,0.729646697388633,-0.615384615384615,0.626550868486353,0.741935483870968,0.762973352033661,-0.457142857142857,-0.422287390029325,-0.553225806451612,-0.709677419354838,0.663394109396914,0.838709677419355
"Cytokine Production",-0.516129032258065,-0.416666666666667,0.395,-0.670955882352941,-0.68125,-0.3125,-0.71875,-0.84375,-0.375,-0.670955882352941,-0.760416666666667,-0.5625,-0.5625,-0.6875,-0.625,0.46625,-0.625,-0.68125,0.6875,-0.71875,-0.6875,-0.580882352941176,-0.40625,-0.6375,-0.5625,0.65625,-0.40625,0.447916666666667,-0.5,-0.526785714285714,0.71875,0.875,-0.625,0.589673913043478,0.726973684210526,-0.375,-0.674342105263158,-0.4375,0.59375,-0.65625,0.336309523809524,0.484879032258065,0.59375,0.484879032258065,1,-0.625,0.465277777777778,-0.581730769230769,-0.506578947368421,0.639705882352941,-0.338815789473684,0.770833333333333,0.653846153846154,0.8125,0.572916666666667,0.875,0.726973684210526,0.493055555555556,0.741666666666667,0.90625
"Cytoskeletal Protein Binding",-0.3,0.442857142857143,0.761538461538461,-0.8,0.583333333333333,-0.520833333333333,-0.382051282051282,-0.788888888888889,0.9,0.449019607843137,-0.76140350877193,0.408333333333333,-0.617829457364341,-0.88235294117647,-0.386274509803921,-0.555555555555555,-0.524242424242424,0.550877192982456,-0.739393939393939,0.6,-0.795238095238095,-0.9,-0.333333333333333,0.437984496124031,-0.34367816091954,0.595454545454545,-0.608333333333333,0.443089430894309,0.341666666666667,-0.715942028985507,-0.533333333333333,0.466666666666667,-0.8,0.497101449275362,0.766666666666667,0.408474576271186,-0.445614035087719,-0.4,-0.428682170542635,-0.833333333333333,-0.413636363636364,-0.766666666666667,-0.405426356589147,0.3,-0.8,-0.666666666666667,-0.366666666666667,0.55045045045045,-0.633333333333333,-0.422222222222222,-0.461261261261261,0.378787878787879,-0.366666666666667,-0.766666666666667,-0.62,-0.381159420289855,-0.727777777777778,-0.745454545454545,-0.393333333333333,-0.33063063063063
"Cytoskeleton Organization",-0.6875,-0.53125,-0.65625,-0.96875,-0.53125,-0.5625,-0.78125,-0.90625,-0.53125,-0.53125,-0.90625,-0.65625,-0.96875,-1,-0.53125,-0.53125,-0.9375,-0.53125,-0.78125,-0.53125,-1.03125,-0.84375,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.6875,-0.53125,-0.53125,-0.78125,-0.53125,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.875,-0.78125,-0.71875,-0.53125,-0.53125,-0.875,-0.65625,-0.53125,-0.53125,-0.65625,-0.53125,-0.875,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.53125,-0.65625,-0.53125,-0.53125
"Cytosolic Transport",-0.6875,-0.53125,-0.65625,-0.96875,-0.53125,-0.5625,-0.78125,-0.90625,-0.53125,-0.53125,-0.90625,-0.65625,-0.96875,-1,-0.53125,-0.53125,-0.9375,-0.53125,-0.78125,-0.53125,-1.03125,-0.84375,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.6875,-0.53125,-0.53125,-0.78125,-0.53125,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.875,-0.78125,-0.71875,-0.53125,-0.53125,-0.875,-0.65625,-0.53125,-0.53125,-0.65625,-0.53125,-0.875,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.53125,-0.65625,-0.53125,-0.53125
"Defense Response",-0.502380952380952,-0.552380952380952,-0.474468085106383,-0.348275862068965,-0.667741935483871,0.566666666666667,-0.344086021505376,-0.761904761904762,0.317948717948718,-0.566666666666667,0.336363636363636,-0.3,-0.38,-0.433333333333333,-0.666666666666667,0.288888888888889,0.466666666666667,-0.4875,0.666666666666667,-0.541025641025641,-0.405882352941176,0.387878787878788,0.46,-0.433333333333333,-0.346666666666667,-0.409756097560976,0.433333333333334,-0.333333333333333,-0.346666666666667,0.472222222222222,0.377777777777778,0.387878787878788,0.485714285714286,0.450574712643678,0.328070175438597,-0.470588235294117,0.404761904761905,0.488888888888889,0.348148148148148,0.610526315789474,0.24,0.420289855072464,-0.4,0.390909090909091,0.485714285714286,-0.333333333333333,-0.522222222222222,-0.641025641025641,0.303030303030303,-0.395238095238095,0.461111111111111,0.51025641025641,-0.430434782608696,-0.322727272727273,0.505555555555556,0.830952380952381,0.666666666666667,0.640579710144928,0.377777777777778,0.575
"Developmental Growth",0.639705882352941,-0.42625,-0.6875,-0.721590909090909,-0.758223684210526,-0.875,-0.851102941176471,-0.59375,-0.8125,-0.580882352941176,-0.75,-0.84375,-0.59375,-0.533333333333333,0.493055555555556,-0.59375,-0.84375,-0.620923913043478,-0.8125,-0.84375,-0.447916666666667,-0.625,-0.78125,-0.888888888888889,-0.75,0.34375,-0.375,-0.599431818181818,0.8125,0.810855263157895,0.84375,0.572916666666667,0.65625,0.4375,0.9375,0.625,0.607638888888889,0.909926470588235,0.475328947368421,0.59375,0.730654761904762,0.78125,0.279411764705882,0.739130434782609,0.839583333333333,0.8125,0.64375,0.696022727272727,0.59375,0.6875,0.894736842105263,-0.5625,0.502083333333333,0.542613636363636,0.53125,0.5625,0.80952380952381,-0.34375,0.65625,0.75
"Dna Binding Transcription Factor Activity",0.586206896551724,0.62962962962963,0.496551724137931,-0.529454022988506,0.440438871473354,-0.622988505747126,0.403735632183908,-0.757970071567989,-0.497701149425288,0.404761904761905,-0.65581098339719,-0.569278996865204,-0.50948275862069,-0.714733542319749,0.334051724137931,-0.686025408348457,-0.580901856763926,-0.54520037278658,-0.4447391688771,-0.627041742286751,-0.750718390804597,-0.494252873563219,-0.46164672765658,-0.379310344827586,-0.44073275862069,0.60079575596817,0.435013262599469,-0.327586206896552,-0.537095088819227,-0.662068965517241,0.404761904761905,0.573360378634212,-0.568965517241379,-0.501149425287357,0.418103448275862,-0.373696872493986,-0.827586206896551,-0.897959183673469,0.443103448275862,-0.453889334402566,0.494252873563218,-0.87527512839325,0.586206896551724,0.580901856763926,-0.56551724137931,-0.448275862068966,-0.551724137931035,-0.446684350132626,-0.96551724137931,0.422660098522167,-0.60948275862069,0.414807302231237,0.568426724137931,0.507921714818267,-0.512743628185907,-0.477611940298508,-0.514367816091954,-0.758620689655172,0.375773651635721,0.636716852841185
"Endocytosis",0.5625,0.78125,0.6875,0.71875,0.909926470588235,-0.28125,1,0.75,0.643092105263158,0.90625,-0.625,0.6875,0.653846153846154,0.909926470588235,0.4375,-0.6875,0.6875,-0.65625,-0.40625,0.5625,0.635416666666667,-0.5625,0.65625,0.684027777777778,-0.5625,0.68,-0.485991379310345,0.6875,-0.8125,-0.65625,-0.761029411764706,-0.34375,-0.615384615384615,-0.870833333333333,-0.59375,0.447916666666667,0.78125,0.424768518518518,-0.851102941176471,0.59375,0.625,-0.573863636363636,0.34375,-0.625,-0.78125,-0.53125,0.336805555555556,-0.40625,-0.71875,-0.65625,-0.420454545454545,-0.721590909090909,-0.497159090909091,0.78125,-0.84375,0.385416666666667,-0.802083333333333,-0.78125,-0.888888888888889,-0.625
"Endoplasmic Reticulum",-0.713261648745519,0.641935483870968,-0.65343258891646,-0.612903225806451,-0.778552746294681,0.497246262785209,0.699308755760369,0.662058371735791,0.531017369727047,0.672043010752688,0.486559139784946,-0.336693548387097,-0.572043010752688,-0.602150537634408,-0.672325976230899,-0.533333333333333,0.452725250278087,0.281524926686217,-0.801075268817204,0.714717741935484,-0.573732718894009,-0.32258064516129,-0.470288624787776,0.804878048780488,0.32258064516129,-0.466501240694789,-0.597670250896057,-0.351501668520578,0.412186379928315,0.653846153846154,0.377998345740281,0.612903225806452,-0.473118279569892,0.387096774193548,-0.387096774193548,0.483870967741936,0.472222222222222,0.870967741935484,0.654978962131837,0.520967741935484,-0.516129032258064,0.493951612903226,0.412634408602151,-0.26099706744868,-0.557459677419355,0.741935483870968,-0.373147340889276,-0.682027649769585,-0.366935483870968,-0.713709677419354,0.809847198641766,0.806451612903226,-0.57685009487666,-0.424075531077891,0.452764976958525,-0.630824372759856,0.549308755760369,0.483870967741935,-0.47394540942928,-0.416422287390029
"Enzyme Linked Receptor Protein Signaling Pathway",-0.390243902439025,-0.707338638373121,-0.324658425504229,0.586206896551724,-0.533620689655173,-0.310344827586207,-0.476261869065467,-0.275862068965517,-0.555815312682642,-0.508499271491015,-0.241379310344828,0.519088669950739,0.767462422634837,0.612852664576802,0.359605911330049,-0.398556535685646,-0.379310344827586,0.247794707297514,-0.344827586206897,-0.499137931034483,0.455493183640738,0.448275862068965,-0.614500442086649,-0.563823351482154,-0.529693486590038,0.367571533382245,-0.446949602122016,-0.624137931034483,-0.561469265367316,0.337610264635124,0.331643002028398,-0.508620689655173,-0.458307210031348,-0.363636363636364,0.477313974591651,-0.502155172413793,-0.310344827586207,-0.749216300940439,-0.578544061302682,0.56442831215971,0.586206896551724,0.603448275862069,-0.522988505747127,-0.370922646784716,0.748850574712644,0.329655172413793,-0.344827586206897,0.375773651635721,0.319882611885547,0.53503893214683,0.61604774535809,-0.567398119122257,0.45141065830721,0.931034482758621,-0.465517241379311,0.43786597267404,0.629885057471264,0.580901856763926,-0.355555555555556,0.490073145245559
