"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"Neuropeptide Receptor Binding",0.71875,0.700892857142857,-0.34375,-0.338815789473684,0.53125,-0.8125,0.857638888888889,0.35,0.514945652173913,0.65625,-0.65625,0.493055555555556,0.53125,-0.5,-0.580882352941176,-0.59375,-0.541666666666667,-0.84375,-0.75,-0.506578947368421,0.520474137931034,-0.59375,-0.375,0.78125,-0.71875,0.71875,-0.71875,0.5625,-0.533333333333333,-0.477272727272727,0.770833333333333,0.46625,-1,0.53125,0.78125,0.549632352941177,-0.5,0.520474137931034,-0.524305555555556,0.59375,0.65625,0.71875,0.392857142857143,0.80952380952381,-0.638888888888889,0.46625,0.44375,-0.40625,-0.4375,0.375,0.614583333333333,-0.5,-0.546195652173913,0.635416666666667,-0.8125,0.625,-0.4375,-0.75,-0.615384615384615,-0.28125
"Nitrogen Compound Transport",-0.241379310344828,-0.275862068965517,0.538112522686025,-0.484035759897829,0.439655172413793,0.603868797308663,-0.413793103448276,-0.358090185676393,0.55564263322884,0.593103448275862,-0.515915119363395,0.403735632183908,-0.739102147039688,-0.714285714285714,-0.414614121510673,-0.606060606060606,0.52512315270936,0.295402298850575,-0.459770114942529,0.627586206896552,-0.730134932533733,-0.53448275862069,-0.344827586206897,0.390804597701149,0.514033680834002,-0.489795918367347,0.566666666666667,-0.37823275862069,0.528735632183908,-0.275862068965517,0.574137931034483,0.457097032878909,-0.435091277890467,-0.31355252606255,0.53125,-0.476551724137931,-0.557721139430285,0.533960292580982,-0.45948275862069,-0.431401320616288,0.492503748125937,-0.672906403940887,-0.472906403940887,-0.344827586206897,-0.96551724137931,0.577586206896552,0.493103448275862,-0.644762524398178,-0.529655172413793,-0.615849969751966,-0.44464609800363,-0.449867374005305,-0.744160177975528,-0.708620689655172,-0.543859649122807,-0.374908290535584,-0.753373313343328,-0.685598377281947,-0.470443349753695,-0.472906403940887
"Nuclear Body",0.625,-0.6875,-0.75,0.839583333333333,-0.9375,-0.760416666666667,-0.620923913043478,-0.851102941176471,-0.6375,-0.798076923076923,-0.28125,-0.526785714285714,0.78125,0.9375,0.96875,0.494047619047619,-0.78125,0.75,0.415178571428571,0.336309523809524,0.84375,0.6875,-0.5,-0.90625,-0.875,-0.625,-0.477272727272727,-0.8125,0.550480769230769,0.90625,-0.34375,-0.75,0.40625,-0.851102941176471,0.520474137931034,-0.40625,0.75,0.5625,-0.6875,-0.5625,0.76875,0.8125,-0.78125,-0.727272727272727,0.71875,0.614583333333333,-0.842105263157895,0.96875,0.6875,0.614583333333333,0.772727272727273,-0.798076923076923,0.909926470588235,0.78125,-0.760416666666667,-0.732142857142857,0.944444444444444,0.65625,-0.375,-0.75
"Nuclear Outer Membrane Endoplasmic Reticulum Membrane Network",-0.625,0.75,-0.447916666666667,-0.65625,-0.604166666666667,0.502083333333333,0.770833333333333,0.71875,0.84375,0.84375,-0.59375,0.6875,-0.46875,-0.674342105263158,-0.870833333333333,-0.75,0.6875,-0.375,-0.96875,0.875,-0.5,-0.3125,-0.84375,1,0.71875,0.59375,-0.90625,0.625,0.635416666666667,-0.625,0.75,0.625,-0.581730769230769,0.385416666666667,0.46875,-0.46875,-0.8125,0.84375,0.51875,-0.46875,-0.544642857142857,-0.4375,0.559210526315789,-0.338815789473684,-0.497159090909091,0.75,0.78125,-0.758223684210526,-0.75,-0.84375,-0.59375,0.8125,0.46875,0.62962962962963,0.307565789473684,-0.638888888888889,0.60875,-0.870833333333333,-0.761029411764706,-0.506578947368421
"Nuclear Speck",0.625,-0.6875,-0.75,0.839583333333333,-0.9375,-0.760416666666667,-0.620923913043478,-0.851102941176471,-0.6375,-0.798076923076923,-0.28125,-0.526785714285714,0.78125,0.9375,0.96875,0.494047619047619,-0.78125,0.75,0.415178571428571,0.336309523809524,0.84375,0.6875,-0.5,-0.90625,-0.875,-0.625,-0.477272727272727,-0.8125,0.550480769230769,0.90625,-0.34375,-0.75,0.40625,-0.851102941176471,0.520474137931034,-0.40625,0.75,0.5625,-0.6875,-0.5625,0.76875,0.8125,-0.78125,-0.727272727272727,0.71875,0.614583333333333,-0.842105263157895,0.96875,0.6875,0.614583333333333,0.772727272727273,-0.798076923076923,0.909926470588235,0.78125,-0.760416666666667,-0.732142857142857,0.944444444444444,0.65625,-0.375,-0.75
"Nucleolus",-0.84375,0.810855263157895,0.625,-0.504464285714286,-0.59375,-0.4375,-0.625,0.46625,0.5625,-0.475961538461538,0.6875,0.68,0.6875,0.440217391304348,-0.56875,0.909926470588235,0.60625,-0.59375,0.62962962962963,-0.40625,0.65625,0.561342592592593,-0.760416666666667,-0.90625,0.59375,0.5625,-0.573863636363636,0.40625,-0.504464285714286,0.46625,-0.496527777777778,-0.8125,-0.454861111111111,-0.446428571428571,0.75,0.589673913043478,-0.40625,0.416666666666667,-0.396739130434783,-0.90625,-0.46875,-0.375,-0.3125,-0.59375,-0.46875,-0.941176470588235,0.514945652173913,0.515151515151515,-0.5,0.6875,0.651785714285714,0.700892857142857,-0.367559523809524,-0.4375,-0.65625,-0.4375,-0.546195652173913,0.34375,0.59375,-0.524305555555556
"Organelle Subcompartment",-0.379310344827586,0.509852216748768,0.390086206896552,-0.724137931034483,-0.437215354586858,-0.457307060755337,0.359605911330049,-0.407190022010272,0.862068965517241,0.725022104332449,-0.782131661442006,0.403940886699507,-0.632183908045977,-0.88,-0.543295019157088,-0.784482758620689,0.473453749315818,0.268318965517241,-0.791666666666666,0.793103448275862,-0.761755485893417,-0.681752873563218,-0.618166526492851,0.583380440927077,0.424137931034483,0.376267748478702,-0.892572944297082,0.399358460304731,0.470764617691154,-0.655172413793103,0.613026819923372,0.411269974768713,-0.709770114942529,-0.327165685449958,0.739130434782609,-0.488388458831809,-0.635653871177619,0.544061302681992,-0.412260536398468,-0.670083876980429,0.425,-0.551724137931035,0.396551724137931,-0.275862068965517,-0.770320197044335,0.427841634738186,0.480603448275862,-0.522727272727273,-0.724137931034483,-0.548343475321163,-0.528735632183908,0.67562828755114,-0.379310344827586,-0.449529780564264,-0.46969696969697,-0.382308845577212,-0.446247464503043,-0.71055381400209,-0.534200113058225,-0.383620689655173
"Organonitrogen Compound Biosynthetic Process",0.9375,-0.65625,0.78125,-0.422697368421053,-0.71875,-0.375,-0.84375,0.625,0.40625,-0.629464285714286,0.75,0.53125,0.839583333333333,0.84375,-0.34375,0.40625,-0.760416666666667,0.944444444444444,-0.446428571428571,-0.6875,0.9375,-0.666666666666667,0.442307692307692,-0.8125,-0.758223684210526,0.651785714285714,-0.8125,-0.84375,-0.338815789473684,0.766826923076923,-0.645833333333333,-0.772916666666667,0.65625,0.6875,0.700892857142857,-0.620923913043478,-0.772916666666667,-0.888888888888889,-0.28125,-0.368055555555556,0.6875,0.71875,-0.8,0.65625,0.5,0.415178571428571,-0.732142857142857,-0.59375,0.875,0.44375,0.84375,-0.71875,0.625,-0.40625,-0.477272727272727,-0.84375,0.53125,0.625,0.684027777777778,-0.577083333333333
"Organonitrogen Compound Catabolic Process",0.428453267162945,-0.709677419354838,-0.556451612903226,0.663594470046083,-0.709677419354838,0.68,-0.316970546984572,-0.800248138957816,0.471198156682028,-0.728739002932551,0.650853889943074,0.535980148883375,0.666199158485274,0.653846153846154,0.447368421052632,0.774193548387097,0.539170506912442,-0.453510436432637,0.67741935483871,-0.269677419354839,0.52073732718894,0.751710654936461,0.729646697388633,-0.741935483870967,-0.297043010752688,-0.666666666666666,-0.451612903225806,-0.612903225806451,0.539784946236559,0.645161290322581,-0.32258064516129,-0.935483870967741,0.708333333333333,-0.422287390029325,-0.728110599078341,-0.741935483870967,0.512406947890819,0.354838709677419,-0.466893039049236,0.511921458625526,-0.580645161290322,0.817836812144213,-0.69106699751861,-0.756097560975609,0.741935483870968,-0.483870967741935,-0.615384615384615,0.452725250278087,0.67741935483871,-0.467741935483871,-0.431451612903226,-0.643758765778401,-0.718637992831541,0.306451612903226,0.354838709677419,0.471198156682028,0.666199158485274,0.612903225806452,-0.335685483870968,-0.354838709677419
"Organophosphate Biosynthetic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Organophosphate Metabolic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Peptidyl Amino Acid Modification",-0.8,-0.78125,-0.75,0.53125,-0.8125,-0.454861111111111,-0.875,-0.645833333333333,-0.75,-0.90625,-0.68125,-0.721590909090909,0.65,0.643092105263158,0.6875,0.542613636363636,-0.65625,-0.310661764705882,-0.34375,-0.71875,0.336309523809524,0.40625,-0.8,-0.96875,-0.772916666666667,-0.375,-0.625,-0.6875,0.690340909090909,0.76875,0.71875,-0.59375,0.625,0.819852941176471,0.76875,-0.40625,0.65625,-0.5,-0.40625,-0.71875,0.584134615384615,0.8125,-0.477272727272727,-0.71875,0.9375,0.369485294117647,0.59375,0.810855263157895,0.71875,0.8125,0.62962962962963,0.46875,0.60875,0.84375,0.839583333333333,0.819852941176471,0.96875,0.6875,0.65625,0.875
"Phosphatidylinositol 3 Kinase Complex",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Phosphatidylinositol 3 Kinase Regulator Activity",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Phosphatidylinositol Biosynthetic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Phosphatidylinositol Metabolic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Phosphatidylinositol Phosphate Biosynthetic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Phospholipid Biosynthetic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Phospholipid Metabolic Process",-0.592592592592593,-0.78125,-0.506578947368421,0.625,-0.6875,0.71875,-0.65625,-0.721590909090909,0.619318181818182,-0.78125,0.5625,0.607638888888889,0.5625,-0.40625,-0.761904761904762,0.684027777777778,0.76875,-0.8125,0.65625,-0.71875,-0.3125,0.6875,0.46875,-0.674342105263158,0.658653846153846,-0.761904761904762,-0.59375,-0.59375,0.729166666666667,0.625,0.6875,-0.870833333333333,0.80952380952381,0.770833333333333,-0.65625,-0.75,-0.375,-0.65625,-0.526785714285714,0.572916666666667,-0.721590909090909,0.76875,-0.761029411764706,-0.56875,0.75,-0.496527777777778,0.40625,-0.629464285714286,0.65625,-0.504464285714286,-0.721590909090909,-0.477272727272727,-0.78125,0.3625,0.6875,0.875,0.71875,0.770833333333333,0.395,0.440217391304348
"Phosphorylation",-0.41025641025641,-0.418103448275862,-0.241379310344828,0.533733133433283,0.279242731575389,0.554916985951469,0.353594389246055,-0.513300492610838,-0.308702791461412,0.44989224137931,-0.55067920585162,0.349616858237548,0.467727674624226,0.498985801217039,-0.340425531914894,-0.270815811606392,0.313343328335832,-0.484526967285588,0.382445141065831,-0.339522546419098,0.375641966250917,0.554376657824934,-0.380952380952381,-0.617691154422789,0.446633825944171,-0.414655172413793,0.320794148380355,0.532915360501567,0.293103448275862,0.355761143818335,0.279226240538267,-0.331034482758621,0.45952023988006,-0.327987169206095,-0.381962864721486,-0.432432432432433,0.433189655172414,0.28544061302682,-0.344827586206897,0.495210727969349,0.36551724137931,-0.465517241379311,0.250183418928833,-0.439846743295019,0.46184284906727,-0.350132625994695,0.517241379310345,0.375773651635721,-0.436537050623625,-0.387460815047022,-0.522446324007808,0.386569872958258,-0.348659003831418,0.666871921182266,-0.339214113873296,0.531034482758621,0.507890122735243,-0.27136431784108,-0.396952686447474,0.295402298850575
"Plasma Membrane Protein Complex",0.639705882352941,0.75,0.5,-0.65625,0.625,-0.5,-0.4375,0.559210526315789,0.60875,0.65625,-0.59375,-0.875,-0.851102941176471,-0.761904761904762,-0.798076923076923,-0.59375,0.493055555555556,-0.78125,-0.9375,-0.375,-0.670955882352941,-0.75,-0.78125,0.857638888888889,0.475328947368421,0.625,-0.580882352941176,0.5625,0.9375,-0.4375,0.75,0.65625,0.5625,0.625,0.65625,0.766826923076923,-0.721590909090909,0.875,0.700892857142857,0.5625,0.53125,0.5625,0.35,0.62962962962963,-0.834821428571429,0.84375,0.78125,-0.71875,-0.477272727272727,-0.490808823529412,-0.46875,0.684027777777778,-0.870833333333333,-0.78125,0.614583333333333,-0.416666666666667,-0.65625,-0.75,0.550480769230769,-0.446428571428571
"Positive Regulation Of Cell Differentiation",-0.8,-0.78125,-0.75,0.53125,-0.8125,-0.454861111111111,-0.875,-0.645833333333333,-0.75,-0.90625,-0.68125,-0.721590909090909,0.65,0.643092105263158,0.6875,0.542613636363636,-0.65625,-0.310661764705882,-0.34375,-0.71875,0.336309523809524,0.40625,-0.8,-0.96875,-0.772916666666667,-0.375,-0.625,-0.6875,0.690340909090909,0.76875,0.71875,-0.59375,0.625,0.819852941176471,0.76875,-0.40625,0.65625,-0.5,-0.40625,-0.71875,0.584134615384615,0.8125,-0.477272727272727,-0.71875,0.9375,0.369485294117647,0.59375,0.810855263157895,0.71875,0.8125,0.62962962962963,0.46875,0.60875,0.84375,0.839583333333333,0.819852941176471,0.96875,0.6875,0.65625,0.875
"Positive Regulation Of Cell Population Proliferation",0.71875,0.5625,0.6875,-0.497159090909091,-0.5,-0.75,0.696022727272727,-0.64,0.65625,0.639705882352941,-0.65625,0.819852941176471,0.739130434782609,0.561342592592593,0.40625,-0.6875,0.40625,-0.721590909090909,-0.71875,-0.3125,0.730654761904762,-0.798076923076923,-0.375,0.6875,-0.6875,0.84375,-0.758223684210526,0.59375,-0.941176470588235,-0.78125,0.85,0.514423076923077,-0.90625,-0.638888888888889,0.819852941176471,-0.375,-0.9375,-0.71875,-0.96875,-0.4375,0.71875,-0.620923913043478,0.34375,0.76875,-0.75,-0.629464285714286,-0.59375,-0.526785714285714,-0.71875,-0.40625,0.78125,0.875,0.78125,0.8125,-0.75,0.75,0.59375,-0.78125,-0.888888888888889,0.514945652173913
"Positive Regulation Of Cellular Biosynthetic Process",0.48132183908046,0.386569872958258,0.527188328912467,0.510494752623688,-0.310344827586207,-0.376436781609196,0.396551724137931,0.618226600985222,-0.351864883884588,-0.441707717569787,0.520689655172414,0.761904761904762,0.667624521072797,0.468818782098312,-0.370922646784716,0.36551724137931,0.296551724137931,0.363124560168895,0.425,-0.420062695924765,0.662741799831791,-0.41025641025641,-0.451812555260831,-0.480647431386348,-0.462233169129721,0.60536398467433,-0.542705570291777,-0.566937119675456,-0.711279953243717,0.26497277676951,-0.413793103448276,-0.577586206896552,-0.439806412583182,-0.518773946360153,0.641539695268645,-0.419384902143523,-0.610837438423645,-0.719903206291591,-0.298850574712644,0.355888093689004,0.674137931034483,0.450524737631184,-0.629049111807732,0.413793103448276,0.409961685823755,0.337610264635124,-0.330049261083744,-0.776328052190121,0.393983859134263,0.379310344827586,0.668495297805643,-0.491034482758621,0.306403940886699,0.774102744546094,-0.491833030852995,-0.525423728813559,-0.544670846394984,0.395348837209302,-0.363636363636364,-0.408488063660478
"Positive Regulation Of Cellular Component Organization",0.625,-0.772916666666667,-0.34375,0.65,-0.90625,-0.8125,0.484879032258065,0.568181818181818,-0.4375,0.395,-0.65625,0.5375,0.78125,0.9375,0.6875,-0.6875,-0.4375,-0.368055555555556,-0.75,-0.400735294117647,0.84375,-0.5625,-0.761904761904762,-0.533333333333333,-0.71875,0.772727272727273,-0.78125,-0.53125,-0.615384615384615,0.635416666666667,0.598214285714286,-0.75,-0.727272727272727,-0.5,0.857638888888889,-0.40625,0.71875,-0.834821428571429,-0.75,0.5625,0.71875,0.75,-0.6875,-0.65625,0.542613636363636,-0.367559523809524,-0.477272727272727,0.76875,0.3125,0.495535714285714,0.8125,-0.5,0.78125,0.9375,-0.870833333333333,0.5625,0.85,-0.34375,-0.761904761904762,-0.78125
"Positive Regulation Of Developmental Process",-0.8,-0.78125,-0.75,0.53125,-0.8125,-0.454861111111111,-0.875,-0.645833333333333,-0.75,-0.90625,-0.68125,-0.721590909090909,0.65,0.643092105263158,0.6875,0.542613636363636,-0.65625,-0.310661764705882,-0.34375,-0.71875,0.336309523809524,0.40625,-0.8,-0.96875,-0.772916666666667,-0.375,-0.625,-0.6875,0.690340909090909,0.76875,0.71875,-0.59375,0.625,0.819852941176471,0.76875,-0.40625,0.65625,-0.5,-0.40625,-0.71875,0.584134615384615,0.8125,-0.477272727272727,-0.71875,0.9375,0.369485294117647,0.59375,0.810855263157895,0.71875,0.8125,0.62962962962963,0.46875,0.60875,0.84375,0.839583333333333,0.819852941176471,0.96875,0.6875,0.65625,0.875
"Positive Regulation Of Gene Expression",0.96875,-0.40625,0.90625,-0.875,-0.5625,-0.75,-0.71875,-0.592592592592593,0.65625,-0.40625,0.607142857142857,-0.5,-0.544642857142857,0.365489130434783,0.40625,-0.629464285714286,-0.629464285714286,0.944444444444444,-0.875,-0.6875,0.643092105263158,-0.90625,0.35,-0.38125,-0.96875,0.84375,-0.8,-0.56875,0.65,-0.721590909090909,0.62962962962963,0.819852941176471,-0.580882352941176,-0.34375,0.875,0.65625,-0.9375,-0.842105263157895,0.75,-0.65625,0.6875,-0.59375,0.385416666666667,0.730654761904762,-0.65625,-0.625,-0.732142857142857,-0.721590909090909,-0.375,0.625,0.78125,0.6875,0.772727272727273,0.550480769230769,-0.75,-0.571428571428571,0.5625,-0.625,0.78125,0.684027777777778
"Positive Regulation Of Immune Response",-0.516129032258065,-0.416666666666667,0.395,-0.670955882352941,-0.68125,-0.3125,-0.71875,-0.84375,-0.375,-0.670955882352941,-0.760416666666667,-0.5625,-0.5625,-0.6875,-0.625,0.46625,-0.625,-0.68125,0.6875,-0.71875,-0.6875,-0.580882352941176,-0.40625,-0.6375,-0.5625,0.65625,-0.40625,0.447916666666667,-0.5,-0.526785714285714,0.71875,0.875,-0.625,0.589673913043478,0.726973684210526,-0.375,-0.674342105263158,-0.4375,0.59375,-0.65625,0.336309523809524,0.484879032258065,0.59375,0.484879032258065,1,-0.625,0.465277777777778,-0.581730769230769,-0.506578947368421,0.639705882352941,-0.338815789473684,0.770833333333333,0.653846153846154,0.8125,0.572916666666667,0.875,0.726973684210526,0.493055555555556,0.741666666666667,0.90625
"Positive Regulation Of Immune System Process",-0.516129032258065,-0.416666666666667,0.395,-0.670955882352941,-0.68125,-0.3125,-0.71875,-0.84375,-0.375,-0.670955882352941,-0.760416666666667,-0.5625,-0.5625,-0.6875,-0.625,0.46625,-0.625,-0.68125,0.6875,-0.71875,-0.6875,-0.580882352941176,-0.40625,-0.6375,-0.5625,0.65625,-0.40625,0.447916666666667,-0.5,-0.526785714285714,0.71875,0.875,-0.625,0.589673913043478,0.726973684210526,-0.375,-0.674342105263158,-0.4375,0.59375,-0.65625,0.336309523809524,0.484879032258065,0.59375,0.484879032258065,1,-0.625,0.465277777777778,-0.581730769230769,-0.506578947368421,0.639705882352941,-0.338815789473684,0.770833333333333,0.653846153846154,0.8125,0.572916666666667,0.875,0.726973684210526,0.493055555555556,0.741666666666667,0.90625
"Positive Regulation Of Locomotion",0.78125,-0.40625,0.90625,-0.447916666666667,0.607638888888889,-0.65625,0.559210526315789,-0.761904761904762,-0.628472222222222,0.80952380952381,-0.367559523809524,0.857638888888889,0.510416666666667,-0.689903846153846,-0.4375,-0.84375,-0.46875,0.690340909090909,0.5625,-0.496527777777778,-0.46875,-0.541666666666667,-0.59375,0.40625,0.625,0.8125,0.726973684210526,0.369485294117647,-0.834821428571429,-0.8125,0.772727272727273,0.75,-0.90625,-0.78125,0.8125,0.4375,-0.90625,-0.761029411764706,-0.625,0.545833333333333,0.84375,-0.875,0.5625,0.909926470588235,0.625,0.40625,-0.5625,-0.84375,-0.90625,0.46875,0.65,0.770833333333333,0.71875,0.8125,-0.75,-0.524305555555556,-0.670955882352941,-0.71875,-0.59375,0.8125
"Positive Regulation Of Molecular Function",0.59375,-0.471467391304348,-0.75,-0.638888888888889,-0.96875,-0.875,-0.46875,0.465277777777778,-0.4975,-0.396739130434783,-0.78125,-0.400735294117647,0.568181818181818,-0.4375,0.454741379310345,-0.78125,-0.6875,0.65625,-0.8125,0.5375,0.729166666666667,0.40625,-0.96875,0.515151515151515,-0.55625,-0.65625,-0.78125,0.415178571428571,0.336805555555556,0.696022727272727,0.84375,-0.40625,-0.4375,-0.59375,0.909926470588235,0.5625,-0.310661764705882,0.729166666666667,-0.28125,-0.65625,0.696022727272727,0.614583333333333,0.494047619047619,0.35,0.78125,0.75,0.6875,0.76875,-0.28125,-0.3125,1,0.690340909090909,0.76875,0.9375,-0.68125,-0.46875,1,0.513392857142857,-0.674342105263158,0.6875
"Positive Regulation Of Multicellular Organismal Process",0.40564263322884,-0.297082228116711,-0.247794707297514,-0.449207828518173,-0.593103448275862,-0.653103448275862,-0.382068965517242,-0.468323977546111,-0.370865587614356,-0.428466617754952,-0.658405172413793,-0.377586206896552,0.354166666666667,0.414905450500556,0.306034482758621,-0.289655172413793,-0.483743842364532,-0.618283881315156,-0.564176245210728,-0.591954022988506,0.318495297805643,-0.413793103448276,-0.493368700265252,-0.542440318302387,-0.652709359605911,0.578544061302682,-0.41576354679803,-0.241379310344828,-0.380952380952381,0.355761143818335,0.702016916070267,0.535201149425287,-0.633393829401089,0.431034482758621,0.847870182555781,0.310344827586207,-0.431034482758621,0.397949673811743,-0.360254083484574,-0.448275862068966,0.485573539760732,0.45249824067558,-0.275862068965517,0.568965517241379,0.706034482758621,0.326436781609195,0.283405172413793,0.375773651635721,-0.310344827586207,0.547064305684995,0.543103448275862,0.556034482758621,0.507692307692308,0.726475745178258,-0.2994555353902,0.620689655172414,0.709703287890938,-0.321120689655172,-0.347826086956522,0.593103448275862
