"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"Regulation Of System Process",0.65625,0.550480769230769,-0.56875,-0.8125,0.514423076923077,-0.761029411764706,-0.375,0.76875,0.690340909090909,0.607142857142857,-0.42625,0.6875,-0.446428571428571,-0.34375,-0.55625,-0.772916666666667,-0.75,0.614583333333333,0.59375,-0.4375,-0.675,0.6875,-0.851102941176471,0.700892857142857,0.625,-0.96875,0.484879032258065,0.6875,0.875,-0.34375,-0.367559523809524,-0.625,-0.34375,0.658653846153846,0.76875,0.96875,0.440217391304348,0.59375,-0.590460526315789,0.607142857142857
"Regulation Of T Cell Activation",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Regulation Of Trans Synaptic Signaling",0.419354838709678,-0.384707287933094,-0.901001112347052,-0.96774193548387,-0.613824884792626,-0.588709677419355,-0.778225806451612,0.352449223416965,-0.755376344086021,0.300248138957816,-0.665213600697471,-0.421052631578947,-0.677419354838709,-0.52442396313364,0.467741935483871,-0.46844319775596,-0.806451612903225,0.5,-0.64516129032258,0.453510436432638,0.417562724014337,0.764055299539171,-0.575682382133995,0.806451612903226,0.326979472140762,-0.46607341490545,0.501075268817204,0.60056925996205,0.735261401557286,0.654121863799283,0.838709677419355,0.681003584229391,0.708333333333333,0.645161290322581,0.767741935483871,0.903225806451613,0.520967741935484,0.847248576850095,-0.354838709677419,0.772727272727273
"Regulation Of Transferase Activity",-0.668520578420467,-0.338709677419355,0.612903225806452,-0.451612903225806,0.837634408602151,-0.470967741935483,-0.347248576850095,-0.361851332398317,0.67741935483871,0.535483870967742,0.32937181663837,-0.315412186379928,0.376660341555977,0.451612903225807,-0.406451612903226,0.782013685239492,0.589605734767025,-0.290322580645161,-0.402764976958525,0.560483870967742,-0.444444444444444,-0.544179523141655,0.447368421052632,-0.370967741935484,-0.741935483870967,-0.419354838709677,0.645161290322581,-0.71121351766513,0.346041055718475,-0.470588235294117,-0.672325976230899,0.544592030360531,-0.526209677419355,-0.885714285714285,0.53125,0.636672325976231,0.491039426523298,0.549627791563276,0.483870967741935,0.511921458625526
"Regulation Of Transport",0.599078341013825,-0.419354838709677,0.473118279569893,-0.767990074441687,0.69727047146402,0.630824372759857,0.318709677419355,0.756166982922201,0.580645161290323,0.566666666666667,-0.675059008654602,-0.615384615384615,0.600280504908836,-0.832506203473945,0.561529271206691,0.653846153846154,-0.41025641025641,0.650201612903226,0.390681003584229,0.33026113671275,-0.392706872370266,0.672043010752688,-0.800248138957816,0.290322580645161,-0.741935483870967,-0.467741935483871,-0.484983314794216,0.408188585607941,-0.523297491039426,0.250384024577573,0.298109010011123,0.274193548387097,-0.580645161290322,-0.612903225806451,-0.695652173913043,0.666383701188455,-0.741935483870967,0.62962962962963,-0.614439324116743,-0.572043010752688
"Regulation Of Vesicle Mediated Transport",0.75,-0.625,0.8125,-0.68125,0.819852941176471,0.810855263157895,0.415178571428571,0.730654761904762,0.59375,0.62962962962963,-0.524305555555556,0.375,0.78125,-0.760416666666667,0.375,0.894736842105263,0.664402173913043,0.447916666666667,0.625,-0.40625,-0.506578947368421,0.5,-0.90625,-0.496527777777778,-0.84375,-0.650568181818182,-0.56875,0.6875,-0.90625,-0.599431818181818,-0.490808823529412,0.307565789473684,-0.59375,-0.732142857142857,-0.8,0.60875,-0.75,-0.40625,-0.772916666666667,-0.760416666666667
"Response To Endogenous Stimulus",0.458791208791209,-0.495192307692308,0.261538461538462,-0.556166056166056,-0.442857142857143,-0.376456876456876,-0.633413461538461,-0.404293381037567,-0.2,0.271945701357466,0.263736263736264,-0.276923076923077,-0.59973924380704,-0.332640332640333,-0.508547008547008,-0.307692307692308,-0.421855921855922,-0.511538461538461,0.339587242026266,-0.31342062193126,-0.377766069546892,0.505355404089581,-0.44017094017094,0.284340659340659,0.352685050798258,0.397590361445783,0.259615384615385,0.46029776674938,0.394049346879536,0.473656480505796,0.62004662004662,-0.313186813186813,0.253731343283582,0.447435897435898,0.423076923076923,0.62,-0.238805970149254,0.552820512820513,0.409615384615385,0.471968709256845
"Response To Growth Factor",0.307471264367816,-0.684995340167754,0.503629764065336,-0.688051323175621,-0.324137931034483,0.487068965517241,-0.575478927203065,0.458333333333333,0.336581709145427,0.551724137931034,0.44641192917055,-0.275862068965517,-0.367074527252503,0.405985686402082,-0.355276907001045,0.490968801313629,0.425,-0.76551724137931,-0.445571331981068,-0.620689655172414,-0.368249837345478,-0.390243902439024,-0.610837438423645,-0.284249767008388,0.324137931034483,-0.374840357598978,0.380422691879866,0.605172413793103,0.382068965517241,0.289124668435013,0.534849596478357,-0.430760810071155,0.423330887747616,0.474137931034483,0.334975369458128,0.716417910447761,-0.40536398467433,0.517241379310345,0.371872887085869,-0.379310344827586
"Response To Nitrogen Compound",0.515151515151515,-0.53125,-0.473557692307692,0.35,-0.941176470588235,-0.798076923076923,-0.6875,-0.599431818181818,-0.424107142857143,-0.75,-0.368055555555556,-0.520833333333333,-0.78125,-0.851102941176471,-0.84375,-0.526785714285714,0.40625,-0.65625,-0.28125,-0.375,0.59375,0.730654761904762,0.6875,0.690340909090909,0.459558823529412,0.76875,0.625,-0.338815789473684,0.75,-0.516129032258065,0.857638888888889,0.75,0.40625,0.495535714285714,-0.59375,-0.422697368421053,0.6875,0.6875,0.909926470588235,0.71875
"Response To Organic Cyclic Compound",0.96875,0.65625,-0.8125,0.392857142857143,-0.842105263157895,-0.834821428571429,-0.65625,-0.4375,-0.6875,-0.8,-0.78125,-0.875,-0.75,-0.758223684210526,-0.78125,-0.84375,-0.802083333333333,0.59375,0.75,0.65625,-0.629464285714286,1,0.5625,0.607638888888889,0.6875,0.60875,-0.34375,0.59375,0.3125,0.96875,0.909926470588235,-0.28125,-0.675,0.614583333333333,0.619318181818182,0.46625,0.4375,-0.5,-0.798076923076923,0.71875
"Response To Oxygen Containing Compound",0.96875,0.65625,-0.8125,0.392857142857143,-0.842105263157895,-0.834821428571429,-0.65625,-0.4375,-0.6875,-0.8,-0.78125,-0.875,-0.75,-0.758223684210526,-0.78125,-0.84375,-0.802083333333333,0.59375,0.75,0.65625,-0.629464285714286,1,0.5625,0.607638888888889,0.6875,0.60875,-0.34375,0.59375,0.3125,0.96875,0.909926470588235,-0.28125,-0.675,0.614583333333333,0.619318181818182,0.46625,0.4375,-0.5,-0.798076923076923,0.71875
"Response To Transforming Growth Factor Beta",0.395,-0.638888888888889,0.68,-0.758223684210526,-0.375,0.875,-0.5,0.548387096774194,0.819852941176471,-0.420454545454545,0.375,-0.6875,-0.721590909090909,0.65625,-0.40625,0.568181818181818,1,-0.941176470588235,0.810855263157895,-0.638888888888889,-0.525297619047619,0.803571428571429,-0.875,-0.71875,-0.368055555555556,0.607142857142857,0.71875,0.4375,0.597222222222222,0.59375,-0.59375,-0.96875,-0.473557692307692,0.415178571428571,0.71875,-0.590460526315789,-0.666666666666667,-0.520833333333333,0.572916666666667,0.65625
"Ribonucleotide Binding",0.57948717948718,0.704761904761905,0.411904761904762,0.8,-0.457142857142857,0.5,0.592424242424242,0.325490196078431,0.548387096774194,-0.380952380952381,-0.79349593495935,-0.546666666666667,0.597674418604651,-0.383333333333333,-0.266666666666667,-0.311827956989247,-0.388235294117647,0.266666666666667,0.628571428571429,0.7,-0.466666666666667,0.633333333333333,0.6,-0.405263157894737,-0.370833333333333,0.904166666666667,-0.441666666666667,0.572916666666667,-0.510752688172043,0.387878787878788,0.451515151515152,0.333333333333333,-0.325641025641026,-0.339393939393939,-0.642424242424242,-0.4,-0.572549019607843,-0.868115942028985,-0.466666666666667,-0.466666666666667
"Rna Processing",0.561342592592593,0.5625,-0.84375,-0.625,-0.40625,-0.71875,0.614583333333333,0.84375,0.568181818181818,0.625,0.84375,-0.59375,-0.46875,-0.75,0.78125,-0.78125,0.59375,-0.479166666666667,-0.84375,-0.96875,-0.59375,-0.59375,-0.6875,1,0.875,-0.90625,-0.8125,0.5625,0.65625,-0.721590909090909,-0.71875,-0.8,0.90625,1,0.6875,-0.4375,-0.65625,0.513392857142857,-0.46875,0.75
"Secretion",0.75,-0.625,0.8125,-0.68125,0.819852941176471,0.810855263157895,0.415178571428571,0.730654761904762,0.59375,0.62962962962963,-0.524305555555556,0.375,0.78125,-0.760416666666667,0.375,0.894736842105263,0.664402173913043,0.447916666666667,0.625,-0.40625,-0.506578947368421,0.5,-0.90625,-0.496527777777778,-0.84375,-0.650568181818182,-0.56875,0.6875,-0.90625,-0.599431818181818,-0.490808823529412,0.307565789473684,-0.59375,-0.732142857142857,-0.8,0.60875,-0.75,-0.40625,-0.772916666666667,-0.760416666666667
"Secretory Granule",0.690340909090909,0.35,0.90625,0.909926470588235,0.5625,0.730654761904762,-0.53125,0.625,-0.4375,-0.721590909090909,-0.75,-0.4375,0.625,0.53125,0.59375,0.739130434782609,0.857638888888889,0.5,0.8125,0.80952380952381,-0.400735294117647,-0.396739130434783,0.729166666666667,-0.65625,-0.629464285714286,0.71875,0.369485294117647,0.494047619047619,-0.75,-0.59375,-0.727272727272727,0.8125,-0.851102941176471,-0.90625,-0.842105263157895,-0.65625,-0.75,-0.71875,-0.888888888888889,-0.5625
"Secretory Granule Membrane",0.690340909090909,0.35,0.90625,0.909926470588235,0.5625,0.730654761904762,-0.53125,0.625,-0.4375,-0.721590909090909,-0.75,-0.4375,0.625,0.53125,0.59375,0.739130434782609,0.857638888888889,0.5,0.8125,0.80952380952381,-0.400735294117647,-0.396739130434783,0.729166666666667,-0.65625,-0.629464285714286,0.71875,0.369485294117647,0.494047619047619,-0.75,-0.59375,-0.727272727272727,0.8125,-0.851102941176471,-0.90625,-0.842105263157895,-0.65625,-0.75,-0.71875,-0.888888888888889,-0.5625
"Secretory Vesicle",0.60752688172043,-0.388248847926267,0.86989247311828,0.501075268817204,-0.619915848527349,0.483870967741935,-0.699308755760368,-0.387096774193548,-0.485768500948766,0.360448807854137,-0.436491935483871,0.387096774193548,0.354838709677419,-0.394686907020873,0.470288624787776,0.653846153846154,0.467741935483871,-0.451612903225806,0.442815249266862,0.708333333333333,0.352534562211982,-0.28476084538376,0.652605459057072,0.412634408602151,-0.297043010752688,0.44044665012407,-0.371565113500597,0.692699490662139,-0.64516129032258,-0.580645161290322,-0.457142857142857,0.838709677419355,0.5,-0.553225806451613,-0.799999999999999,0.566666666666667,-0.683111954459203,0.327468230694037,-0.695652173913043,-0.580645161290322
"Sequence Specific Dna Binding",0.771551724137931,0.432849364791289,0.386363636363636,-0.23448275862069,-0.536945812807882,-0.556929082628497,-0.655172413793103,0.346938775510204,-0.682539682539682,-0.51219512195122,-0.661083743842364,-0.598419540229885,-0.667816091954023,0.427286356821589,-0.715333822450476,-0.626281453867661,-0.778860569715142,0.436339522546419,0.815789473684211,0.384137931034483,-0.761542957334892,0.563218390804598,-0.447660098522168,-0.3986543313709,-0.598911070780399,-0.779967159277504,0.324137931034483,-0.51559934318555,-0.352044907778669,0.517241379310345,-0.47976011994003,-0.571428571428572,-0.732439335887612,-0.68052738336714,0.562542258282623,0.35632183908046,-0.559072922555116,-0.758620689655172,-0.580337490829054,0.499717354437535
"Signaling Receptor Binding",0.425287356321839,-0.493647912885663,0.308189655172414,0.314814814814815,-0.492063492063492,-0.422180801491146,-0.449388209121246,0.346294937637564,-0.348659003831418,0.345402298850575,0.456295108259824,-0.502554278416348,-0.432512315270936,-0.644677661169415,-0.45615763546798,-0.448275862068966,-0.281034482758621,-0.393103448275862,-0.213166144200627,0.344827586206897,-0.206896551724138,0.409961685823755,-0.420062695924765,0.368103448275862,0.470522803114572,0.466748768472906,-0.503261882572228,0.476889214966984,0.509852216748768,-0.525699414443722,0.570970328789094,0.497751124437781,0.414634146341463,0.351242983159583,-0.493368700265252,0.578947368421053,-0.327586206896552,0.447572132301196,0.36551724137931,0.25552608311229
"Signaling Receptor Regulator Activity",0.607638888888889,-0.71875,0.690340909090909,-0.8125,-0.46875,-0.581730769230769,-0.571428571428571,0.584134615384615,-0.367559523809524,0.875,0.8125,0.6875,0.392857142857143,-0.84375,0.59375,0.5625,-0.75,-0.56875,-0.625,-0.625,-0.396739130434783,-0.34375,-0.90625,0.741666666666667,0.78125,-0.75,-0.84375,0.739130434782609,-0.5,-0.68125,0.416666666666667,0.514945652173913,0.739130434782609,0.78125,0.46875,1,-0.721590909090909,0.684027777777778,-0.628472222222222,-0.689903846153846
"Skeletal System Development",0.96875,0.65625,-0.8125,0.392857142857143,-0.842105263157895,-0.834821428571429,-0.65625,-0.4375,-0.6875,-0.8,-0.78125,-0.875,-0.75,-0.758223684210526,-0.78125,-0.84375,-0.802083333333333,0.59375,0.75,0.65625,-0.629464285714286,1,0.5625,0.607638888888889,0.6875,0.60875,-0.34375,0.59375,0.3125,0.96875,0.909926470588235,-0.28125,-0.675,0.614583333333333,0.619318181818182,0.46625,0.4375,-0.5,-0.798076923076923,0.71875
"Smooth Muscle Cell Proliferation",0.75,0.598214285714286,-0.520833333333333,-0.6875,0.770833333333333,-0.71875,0.84375,0.810855263157895,0.447916666666667,0.80952380952381,0.44375,-0.490808823529412,0.3125,-0.577083333333333,-0.3125,-0.689903846153846,-0.75,0.8125,0.726973684210526,0.40625,-0.875,0.772727272727273,-0.851102941176471,0.5625,0.65625,-0.8125,-0.78125,0.59375,-0.544642857142857,0.60875,-0.760416666666667,-0.78125,-0.71875,-0.46875,0.726973684210526,0.9375,-0.645833333333333,0.53125,-0.90625,-0.367559523809524
"Supramolecular Complex",0.71875,0.75,-0.8125,0.550480769230769,-0.834821428571429,-0.6875,0.78125,0.78125,0.625,0.639705882352941,-0.396739130434783,-0.40625,0.894736842105263,-0.625,0.690340909090909,-0.71875,-0.577083333333333,-0.338815789473684,-0.4375,-0.59375,-0.5625,-0.4375,-0.65625,0.9375,0.6875,-0.842105263157895,-0.772916666666667,0.71875,-0.8125,-0.5,-0.71875,-0.761904761904762,0.75,0.85,0.65625,-0.40625,-0.78125,-0.941176470588235,-0.55,-0.28125
"Supramolecular Fiber Organization",-0.6875,-0.53125,-0.90625,-0.53125,-0.53125,-1.03125,-0.78125,-0.75,-0.90625,-0.9375,-0.59375,-0.84375,-1,-0.53125,-0.875,-1.03125,-0.65625,-0.53125,-0.53125,-0.53125,-0.75,-0.53125,-0.65625,-0.5625,-0.53125,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.6875,-0.53125,-0.78125,-0.53125,-0.53125,-0.90625,-0.53125,-0.65625,-0.53125,-0.53125
"Synapse",0.515686274509804,0.266666666666667,0.544444444444445,-0.546969696969697,-0.631372549019608,-0.366666666666667,-0.758333333333333,-0.4,-0.466666666666667,-0.450980392156863,-0.555555555555555,0.525287356321839,-0.253763440860215,0.273809523809524,-0.30625,0.435897435897436,0.366666666666667,-0.421212121212121,0.436363636363636,0.62962962962963,0.280645161290323,0.427272727272727,0.533333333333333,0.561111111111111,-0.233333333333333,-0.283333333333333,0.404651162790698,0.666666666666667,-0.341666666666667,0.333333333333333,-0.355555555555555,0.763565891472868,0.425,-0.409803921568627,-0.444444444444444,0.566666666666667,0.3,0.288888888888889,-0.551724137931034,0.708333333333333
"Synaptic Signaling",0.433333333333333,-0.293939393939394,-0.555555555555555,-0.943939393939394,-0.569369369369369,-0.333333333333333,-0.735772357723577,0.272916666666667,-0.566666666666667,-0.416666666666667,-0.774358974358974,-0.380952380952381,-0.344086021505376,-0.5,0.411111111111111,0.425,-0.522222222222222,0.435897435897436,-0.328205128205128,0.457142857142857,0.42,0.736231884057971,-0.533333333333333,0.629268292682927,-0.278787878787879,-0.322222222222222,0.45,0.684397163120567,0.424242424242424,0.55,0.733333333333333,0.657142857142857,0.653846153846154,0.414728682170543,-0.444444444444444,0.669230769230769,0.348148148148148,0.708333333333333,-0.366666666666667,0.739130434782609
"T Cell Activation",-0.457142857142857,-0.261786600496278,-0.45400238948626,-0.463133640552995,0.588709677419355,-0.765294771968854,-0.45400238948626,-0.543010752688172,0.354838709677419,-0.451612903225806,-0.346041055718475,-0.567937438905181,0.435483870967742,0.580645161290323,-0.806451612903225,0.483870967741935,-0.436491935483871,0.3841642228739,-0.368788142981691,0.354838709677419,0.354838709677419,0.472222222222222,0.667861409796894,0.341935483870968,-0.523297491039426,-0.419354838709677,-0.290322580645161,-0.473118279569892,0.340725806451613,0.547670250896057,-0.483870967741935,0.318709677419355,-0.57685009487666,-0.727272727272727,0.435483870967742,0.658602150537634,0.817836812144213,0.696480938416422,0.539170506912442,0.533724340175953
"T Cell Activation Involved In Immune Response",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"T Cell Differentiation",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"T Cell Differentiation Involved In Immune Response",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"Tissue Development",0.90625,0.729166666666667,0.548387096774194,-0.65625,0.59375,-0.42625,-0.59375,0.85,0.6875,0.495535714285714,-0.65625,-0.78125,-0.59375,0.684027777777778,-0.6875,-0.39375,-0.96875,0.766826923076923,0.96875,0.690340909090909,-0.875,0.90625,-0.8125,-0.422697368421053,-0.4375,-0.8125,-0.3125,0.59375,-0.6875,0.76875,-0.5625,-0.78125,-0.8125,-0.599431818181818,0.71875,0.6875,-0.888888888888889,-0.870833333333333,-0.75,0.65625
"Trans Golgi Network",-0.326375711574952,0.85663082437276,-0.903225806451612,0.438030560271647,-0.476702508960573,-0.832258064516128,0.36989247311828,-0.350631136044881,-0.76036866359447,-0.602150537634408,-0.778225806451612,-0.672043010752688,-0.638297872340425,-0.612903225806451,-0.827489481065918,-0.874363327674023,-0.677419354838709,-0.410636442894507,-0.407258064516129,0.410557184750733,-0.675268817204301,-0.476702508960573,-0.64516129032258,0.778225806451613,-0.489400921658986,-0.416873449131513,-0.586646661665416,-0.465562336530078,-0.485768500948766,-0.407258064516129,-0.709677419354838,-0.451612903225806,-0.440860215053763,-0.453310696095076,-0.532258064516129,-0.76036866359447,-0.573781743308167,-0.865591397849462,-0.524193548387096,-0.414611005692599
"Transcription Regulator Activity",0.771551724137931,0.432849364791289,0.386363636363636,-0.23448275862069,-0.536945812807882,-0.556929082628497,-0.655172413793103,0.346938775510204,-0.682539682539682,-0.51219512195122,-0.661083743842364,-0.598419540229885,-0.667816091954023,0.427286356821589,-0.715333822450476,-0.626281453867661,-0.778860569715142,0.436339522546419,0.815789473684211,0.384137931034483,-0.761542957334892,0.563218390804598,-0.447660098522168,-0.3986543313709,-0.598911070780399,-0.779967159277504,0.324137931034483,-0.51559934318555,-0.352044907778669,0.517241379310345,-0.47976011994003,-0.571428571428572,-0.732439335887612,-0.68052738336714,0.562542258282623,0.35632183908046,-0.559072922555116,-0.758620689655172,-0.580337490829054,0.499717354437535
"Transferase Complex",-0.615384615384615,-0.64516129032258,0.645161290322581,-0.551782682512733,0.505376344086022,-0.646451612903225,0.341935483870968,-0.592030360531309,0.67741935483871,0.583126550868486,0.541935483870968,0.482127288578902,0.404233870967742,0.598566308243728,-0.424098671726755,0.817836812144213,0.704301075268817,-0.76099706744868,-0.741935483870967,-0.677419354838709,0.67741935483871,-0.820683111954459,0.414634146341463,-0.350967741935484,-0.741935483870967,0.580645161290323,0.419354838709678,-0.52016129032258,0.36989247311828,-0.704545454545454,-0.483870967741935,0.283154121863799,0.645161290322581,-0.761904761904761,-0.730715287517531,0.419354838709678,0.452725250278087,0.774193548387097,0.809847198641766,0.385984427141268
"Transferase Complex Transferring Phosphorus Containing Groups",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway",0.741666666666667,-0.798076923076923,0.894736842105263,-0.59375,-0.424107142857143,0.700892857142857,-0.71875,0.53125,0.589673913043478,0.71875,-0.65625,-0.59375,-0.544642857142857,0.90625,-0.6875,0.65625,-0.5625,-0.834821428571429,-0.5,-0.68125,-0.497159090909091,-0.551724137931034,0.454741379310345,-0.6875,-0.645833333333333,-0.65625,0.71875,0.625,-0.4375,0.625,0.894736842105263,-0.545673076923077,0.3625,-0.34375,-0.34375,0.6875,-0.615384615384615,0.502083333333333,0.475328947368421,0.625
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway",-0.64,-0.759856630824372,0.548387096774194,-0.741935483870967,-0.451612903225806,-0.718709677419354,-0.682027649769585,0.424884792626728,-0.261786600496278,0.67652329749104,0.774193548387097,0.709677419354839,-0.268328445747801,-0.751753155680224,-0.416422287390029,0.580645161290323,-0.549627791563275,-0.512333965844402,-0.60752688172043,-0.64516129032258,-0.28476084538376,0.354838709677419,-0.592741935483871,0.726451612903226,0.399193548387097,-0.588089330024813,-0.700778642936596,0.515151515151515,0.681003584229391,-0.767990074441687,0.370967741935484,0.613824884792627,0.607142857142857,0.603225806451613,0.483870967741936,0.804878048780488,0.512406947890819,0.774193548387097,0.438330170777989,0.421744324970131
"Transmembrane Transport",-0.625,0.639705882352941,-0.71875,-0.666666666666667,0.78125,0.6875,0.80952380952381,0.90625,-0.6875,-0.59375,-0.9375,-0.941176470588235,0.59375,-0.9375,0.84375,-0.34375,-0.84375,1,-0.59375,0.729166666666667,-0.40625,0.71875,-0.338815789473684,0.625,-0.496527777777778,0.75,-0.65625,-0.71875,0.658653846153846,-0.471467391304348,0.71875,0.53125,-0.870833333333333,-0.6875,0.59375,0.494047619047619,-0.34375,0.607142857142857,-0.71875,-0.71875
"Transport Vesicle",-0.5,-0.497159090909091,0.803571428571429,0.520474137931034,-0.683035714285714,-0.479166666666667,-0.842105263157895,-0.526785714285714,-0.629464285714286,0.766826923076923,0.369485294117647,0.59375,-0.40625,-0.4375,0.64375,0.59375,-0.8125,-0.545673076923077,-0.396739130434783,0.85,0.336309523809524,-0.541666666666667,0.729166666666667,0.639705882352941,0.59375,0.475328947368421,-0.75,0.68,-0.625,-0.5625,-0.551724137931034,0.9375,0.53125,-0.4375,-0.5625,0.80952380952381,-0.68125,0.424768518518518,-0.761904761904762,-0.59375
"Tube Development",0.508602150537634,0.727598566308244,-0.45400238948626,-0.313782991202346,0.841733870967742,-0.494134897360704,0.870967741935484,0.879506641366224,0.32258064516129,0.80952380952381,0.438709677419355,-0.449820788530466,0.524193548387097,-0.728110599078341,0.401985111662531,-0.715542521994134,-0.774193548387096,0.838709677419355,0.649769585253456,0.362428842504744,-0.722819593787335,0.586206896551724,-0.544665012406948,0.580645161290323,0.548387096774194,-0.533724340175953,-0.741935483870967,0.580645161290323,-0.516129032258064,0.388794567062818,-0.417657045840407,-0.668930390492359,-0.741935483870967,-0.483870967741935,0.645161290322581,0.724957555178268,-0.362007168458781,-0.526209677419354,-0.903225806451612,-0.57685009487666
"Tube Morphogenesis",0.75,0.598214285714286,-0.520833333333333,-0.6875,0.770833333333333,-0.71875,0.84375,0.810855263157895,0.447916666666667,0.80952380952381,0.44375,-0.490808823529412,0.3125,-0.577083333333333,-0.3125,-0.689903846153846,-0.75,0.8125,0.726973684210526,0.40625,-0.875,0.772727272727273,-0.851102941176471,0.5625,0.65625,-0.8125,-0.78125,0.59375,-0.544642857142857,0.60875,-0.760416666666667,-0.78125,-0.71875,-0.46875,0.726973684210526,0.9375,-0.645833333333333,0.53125,-0.90625,-0.367559523809524
"Tubulin Binding",0.71875,1,-0.84375,0.8125,0.729166666666667,-0.75,0.9375,0.6875,0.625,0.597222222222222,-0.625,0.5625,0.772727272727273,-0.842105263157895,0.607638888888889,-0.71875,-0.875,0.78125,0.59375,0.75,-0.68125,0.5625,-0.71875,0.9375,0.729779411764706,-0.71875,-0.90625,0.651785714285714,-0.8125,0.385416666666667,-0.473557692307692,0.65625,-0.28125,0.5,-0.65625,-0.715277777777778,-0.772916666666667,-0.8125,-0.78125,0.279411764705882
"Ubiquitin Like Protein Ligase Binding",0.59375,0.90625,0.71875,0.440217391304348,-0.6875,-0.28125,0.6875,-0.46875,0.389204545454545,0.502083333333333,0.78125,0.651785714285714,-0.8125,0.78125,0.90625,0.572916666666667,0.90625,-0.875,-0.544642857142857,-0.84375,0.625,-0.8125,-0.842105263157895,-0.477272727272727,0.68,0.4375,0.40625,-0.8,0.495535714285714,-0.545673076923077,0.5625,-0.75,0.59375,0.46875,-0.78125,-0.802083333333333,-0.604166666666667,0.75,0.770833333333333,-0.46875
"Vesicle Mediated Transport",0.496296296296296,0.404761904761905,0.439749608763693,0.555555555555556,0.608796296296296,-0.463703703703704,0.483091787439614,0.425287356321839,-0.422222222222222,-0.401481481481481,-0.473095737246681,-0.524928774928775,-0.428571428571429,-0.333333333333333,-0.300831443688587,-0.514648977335544,0.305723905723906,0.491737891737892,0.556162720097146,0.513444951801116,-0.577475434618292,-0.295668549905838,-0.5,-0.311800172265288,-0.361285814116003,-0.327868852459016,-0.521404521404521,0.294685990338164,-0.523540489642184,-0.533333333333333,-0.625436757512229,0.380032206119163,-0.60233918128655,-0.746296296296296,-0.640382317801672,-0.347072879330944,-0.649470899470899,-0.774193548387096,-0.625356125356125,-0.449158249158249
