"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"Leukocyte Cell Cell Adhesion",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Leukocyte Differentiation",0.539589442815249,-0.316970546984572,0.485714285714286,-0.677419354838709,0.483870967741936,-0.578901482127288,-0.759013282732447,0.586206896551724,0.535483870967742,0.290322580645161,-0.290322580645161,-0.4293659621802,-0.679435483870967,0.603225806451613,-0.709677419354838,-0.297043010752688,-0.71774193548387,0.3841642228739,0.762613730355666,0.399193548387097,-0.670967741935483,0.76036866359447,-0.518817204301075,0.362625139043382,-0.436950146627566,-0.639784946236559,-0.32258064516129,-0.419354838709677,0.463225806451613,-0.444444444444444,-0.483870967741935,-0.431336405529954,-0.614143920595533,-0.511827956989247,0.666199158485274,0.709677419354839,-0.484848484848485,-0.435483870967742,0.424884792626728,0.67741935483871
"Lipid Biosynthetic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Lipid Metabolic Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Locomotion",0.868743047830923,-0.423225806451613,0.53125,-0.677419354838709,-0.619915848527349,-0.495852534562212,-0.842105263157894,0.566666666666667,0.419354838709677,0.652605459057072,0.258064516129032,-0.452764976958525,-0.600496277915632,0.403225806451613,-0.489919354838709,-0.316970546984572,-0.96774193548387,-0.503456221198157,0.68867216804201,0.488479262672811,-0.556682027649769,0.736559139784946,-0.759013282732447,0.398185483870968,0.292803970223325,-0.774193548387096,-0.494193548387097,0.708333333333333,-0.64516129032258,0.729646697388633,0.683467741935484,-0.395815170008718,0.447368421052632,0.463225806451613,0.666199158485274,0.77332170880558,-0.842105263157894,-0.418242491657397,-0.533602150537634,0.527514231499051
"Lymphocyte Activation",0.483333333333333,-0.240740740740741,0.386363636363636,-0.5,0.552380952380952,-0.509756097560976,-0.4,0.485714285714286,0.510416666666667,0.3,-0.358974358974359,-0.55609756097561,0.417204301075269,0.6,-0.733333333333333,0.391666666666667,-0.435416666666667,0.355072463768116,0.551572327044025,0.366666666666667,-0.412121212121212,0.512244897959184,0.414634146341463,-0.427642276422764,-0.571171171171171,-0.569230769230769,0.337037037037037,-0.433333333333333,-0.321621621621622,0.491836734693878,-0.5,-0.4,-0.607692307692308,-0.606451612903226,0.338738738738739,0.633333333333333,-0.484848484848485,-0.322222222222222,0.423809523809524,0.431578947368421
"Lymphocyte Activation Involved In Immune Response",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"Macromolecule Catabolic Process",-0.615384615384615,-0.64516129032258,0.645161290322581,-0.551782682512733,0.505376344086022,-0.646451612903225,0.341935483870968,-0.592030360531309,0.67741935483871,0.583126550868486,0.541935483870968,0.482127288578902,0.404233870967742,0.598566308243728,-0.424098671726755,0.817836812144213,0.704301075268817,-0.76099706744868,-0.741935483870967,-0.677419354838709,0.67741935483871,-0.820683111954459,0.414634146341463,-0.350967741935484,-0.741935483870967,0.580645161290323,0.419354838709678,-0.52016129032258,0.36989247311828,-0.704545454545454,-0.483870967741935,0.283154121863799,0.645161290322581,-0.761904761904761,-0.730715287517531,0.419354838709678,0.452725250278087,0.774193548387097,0.809847198641766,0.385984427141268
"Membrane Protein Complex",0.377777777777778,0.298029556650246,0.337568058076225,0.544334975369458,0.392681210415201,-0.379310344827586,0.473474801061008,0.347701149425287,-0.344827586206897,-0.592592592592593,-0.466073414905451,-0.546551724137931,0.381299734748011,-0.582197273456295,-0.401660280970626,0.321072796934866,0.206896551724138,0.486122792262405,-0.270248596631917,0.53125,0.350419384902144,-0.378033205619413,0.758620689655172,-0.24916573971079,-0.370922646784716,0.653568564554932,-0.310344827586207,-0.379310344827586,0.235765838011227,-0.391351943076081,-0.363636363636364,0.595829991980754,-0.749301025163094,-0.577762139338494,-0.360501567398119,-0.378265412748171,0.398029556650246,-0.362068965517241,-0.475705329153605,-0.261188554658841
"Microtubule Binding",0.71875,1,-0.84375,0.8125,0.729166666666667,-0.75,0.9375,0.6875,0.625,0.597222222222222,-0.625,0.5625,0.772727272727273,-0.842105263157895,0.607638888888889,-0.71875,-0.875,0.78125,0.59375,0.75,-0.68125,0.5625,-0.71875,0.9375,0.729779411764706,-0.71875,-0.90625,0.651785714285714,-0.8125,0.385416666666667,-0.473557692307692,0.65625,-0.28125,0.5,-0.65625,-0.715277777777778,-0.772916666666667,-0.8125,-0.78125,0.279411764705882
"Microtubule Cytoskeleton",-0.652217741935483,0.767741935483871,-0.727272727272727,-0.341935483870968,0.696480938416422,-0.395815170008718,0.729528535980149,0.73252688172043,0.555178268251273,0.774193548387097,0.617511520737327,0.612903225806452,0.874877810361681,-0.580645161290322,-0.534562211981567,-0.709677419354838,-0.338709677419355,0.645161290322581,-0.404692082111437,0.560117302052786,-0.541935483870967,0.451612903225807,-0.774193548387096,0.792626728110599,0.588709677419355,-0.718709677419354,-0.96774193548387,-0.451612903225806,0.515151515151515,-0.387096774193548,-0.838709677419354,0.451612903225807,-0.432432432432432,0.809475806451613,-0.370967741935484,-0.695652173913043,0.354838709677419,-0.470588235294117,-0.32258064516129,0.580645161290323
"Microtubule Organizing Center",-0.652217741935483,0.767741935483871,-0.727272727272727,-0.341935483870968,0.696480938416422,-0.395815170008718,0.729528535980149,0.73252688172043,0.555178268251273,0.774193548387097,0.617511520737327,0.612903225806452,0.874877810361681,-0.580645161290322,-0.534562211981567,-0.709677419354838,-0.338709677419355,0.645161290322581,-0.404692082111437,0.560117302052786,-0.541935483870967,0.451612903225807,-0.774193548387096,0.792626728110599,0.588709677419355,-0.718709677419354,-0.96774193548387,-0.451612903225806,0.515151515151515,-0.387096774193548,-0.838709677419354,0.451612903225807,-0.432432432432432,0.809475806451613,-0.370967741935484,-0.695652173913043,0.354838709677419,-0.470588235294117,-0.32258064516129,0.580645161290323
"Mitochondrion",0.85663082437276,-0.336559139784946,0.412634408602151,0.467741935483871,-0.759013282732447,-0.427419354838709,-0.761904761904761,0.246451612903226,-0.316970546984572,0.554079696394687,0.556451612903226,0.419354838709678,-0.419354838709677,-0.566451612903225,0.686451612903226,-0.544179523141655,-0.635483870967742,-0.533154121863799,-0.505376344086021,0.485714285714286,0.284712482468443,-0.501935483870967,0.453510436432638,0.785578747628084,0.691066997518611,-0.457142857142857,-0.63667232597623,0.53125,-0.612903225806451,-0.516129032258064,-0.457142857142857,0.58765778401122,0.6875,0.624372759856631,0.419354838709677,0.607142857142857,-0.718637992831541,0.403225806451613,-0.695652173913043,0.387096774193548
"Modification Dependent Macromolecule Catabolic Process",-0.727272727272727,-0.84375,0.625,-0.71875,-0.5625,-0.8125,-0.573863636363636,-0.599431818181818,0.65625,0.664402173913043,0.75,0.8125,-0.78125,0.568181818181818,0.395,0.684027777777778,0.65625,-0.8125,-0.71875,-0.6875,0.65625,-0.71875,-0.666666666666667,0.59375,-0.71875,0.625,-0.40625,-0.65625,0.684027777777778,-1,0.53125,0.389204545454545,0.65625,-0.5625,-0.638888888888889,0.446022727272727,0.454741379310345,0.78125,0.810855263157895,0.60625
"Molecular Function Regulator",0.265625,-0.233250620347395,0.269230769230769,-0.502699055330634,0.416887709991158,-0.269230769230769,-0.339981006647673,0.261238761238761,0.384615384615385,0.448717948717949,-0.339981006647673,-0.394987035436474,0.243589743589744,-0.588840736728061,0.305769230769231,0.502331002331002,-0.455797933409874,0.236111111111111,-0.292307692307692,0.384615384615385,-0.296380090497738,0.384615384615385,-0.33966033966034,0.320954907161804,-0.477564102564102,0.386195995785037,-0.307692307692308,0.26984126984127,0.327784156142365,0.342903575297941,0.41025641025641,0.348951048951049,0.354166666666667,-0.418918918918919,0.346938775510204,0.625874125874126,-0.303418803418803,0.502024291497976,-0.397653194263364,-0.343406593406593
"Molecular Transducer Activity",0.78125,-0.90625,0.4375,0.4375,-0.625,-0.59375,-0.71875,-0.524305555555556,-0.65625,0.71875,0.6875,0.700892857142857,0.3125,0.90625,-0.8125,0.65625,0.614583333333333,-0.71875,-0.761904761904762,0.514945652173913,-0.546195652173913,-0.615384615384615,0.5625,-0.625,-0.59375,-0.625,0.465909090909091,-0.447916666666667,0.59375,0.875,0.53125,-0.447916666666667,0.545833333333333,-0.3125,0.3625,0.819852941176471,-0.56875,0.857638888888889,0.766826923076923,-0.758223684210526
"Mononuclear Cell Differentiation",0.539589442815249,-0.316970546984572,0.485714285714286,-0.677419354838709,0.483870967741936,-0.578901482127288,-0.759013282732447,0.586206896551724,0.535483870967742,0.290322580645161,-0.290322580645161,-0.4293659621802,-0.679435483870967,0.603225806451613,-0.709677419354838,-0.297043010752688,-0.71774193548387,0.3841642228739,0.762613730355666,0.399193548387097,-0.670967741935483,0.76036866359447,-0.518817204301075,0.362625139043382,-0.436950146627566,-0.639784946236559,-0.32258064516129,-0.419354838709677,0.463225806451613,-0.444444444444444,-0.483870967741935,-0.431336405529954,-0.614143920595533,-0.511827956989247,0.666199158485274,0.709677419354839,-0.484848484848485,-0.435483870967742,0.424884792626728,0.67741935483871
"Mrna Metabolic Process",0.561342592592593,0.5625,-0.84375,-0.625,-0.40625,-0.71875,0.614583333333333,0.84375,0.568181818181818,0.625,0.84375,-0.59375,-0.46875,-0.75,0.78125,-0.78125,0.59375,-0.479166666666667,-0.84375,-0.96875,-0.59375,-0.59375,-0.6875,1,0.875,-0.90625,-0.8125,0.5625,0.65625,-0.721590909090909,-0.71875,-0.8,0.90625,1,0.6875,-0.4375,-0.65625,0.513392857142857,-0.46875,0.75
"Mrna Processing",0.561342592592593,0.5625,-0.84375,-0.625,-0.40625,-0.71875,0.614583333333333,0.84375,0.568181818181818,0.625,0.84375,-0.59375,-0.46875,-0.75,0.78125,-0.78125,0.59375,-0.479166666666667,-0.84375,-0.96875,-0.59375,-0.59375,-0.6875,1,0.875,-0.90625,-0.8125,0.5625,0.65625,-0.721590909090909,-0.71875,-0.8,0.90625,1,0.6875,-0.4375,-0.65625,0.513392857142857,-0.46875,0.75
"Muscle Cell Proliferation",0.75,0.598214285714286,-0.520833333333333,-0.6875,0.770833333333333,-0.71875,0.84375,0.810855263157895,0.447916666666667,0.80952380952381,0.44375,-0.490808823529412,0.3125,-0.577083333333333,-0.3125,-0.689903846153846,-0.75,0.8125,0.726973684210526,0.40625,-0.875,0.772727272727273,-0.851102941176471,0.5625,0.65625,-0.8125,-0.78125,0.59375,-0.544642857142857,0.60875,-0.760416666666667,-0.78125,-0.71875,-0.46875,0.726973684210526,0.9375,-0.645833333333333,0.53125,-0.90625,-0.367559523809524
"Ncrna Metabolic Process",0.561342592592593,0.5625,-0.84375,-0.625,-0.40625,-0.71875,0.614583333333333,0.84375,0.568181818181818,0.625,0.84375,-0.59375,-0.46875,-0.75,0.78125,-0.78125,0.59375,-0.479166666666667,-0.84375,-0.96875,-0.59375,-0.59375,-0.6875,1,0.875,-0.90625,-0.8125,0.5625,0.65625,-0.721590909090909,-0.71875,-0.8,0.90625,1,0.6875,-0.4375,-0.65625,0.513392857142857,-0.46875,0.75
"Ncrna Processing",0.561342592592593,0.5625,-0.84375,-0.625,-0.40625,-0.71875,0.614583333333333,0.84375,0.568181818181818,0.625,0.84375,-0.59375,-0.46875,-0.75,0.78125,-0.78125,0.59375,-0.479166666666667,-0.84375,-0.96875,-0.59375,-0.59375,-0.6875,1,0.875,-0.90625,-0.8125,0.5625,0.65625,-0.721590909090909,-0.71875,-0.8,0.90625,1,0.6875,-0.4375,-0.65625,0.513392857142857,-0.46875,0.75
"Negative Regulation Of Catalytic Activity",-0.8125,-0.454861111111111,0.59375,-0.5625,0.944444444444444,-0.65625,-0.604166666666667,-0.310661764705882,0.65625,0.619318181818182,0.65625,0.65625,-0.78125,-0.46875,0.444711538461538,0.639705882352941,0.53125,-0.310661764705882,0.494047619047619,0.6875,-0.727272727272727,0.625,-0.525297619047619,0.614583333333333,-0.71875,-0.40625,0.625,-0.8125,0.71875,-0.761904761904762,-0.8125,0.84375,-0.53125,-0.758223684210526,0.944444444444444,0.75,0.493055555555556,0.597222222222222,0.484879032258065,0.90625
"Negative Regulation Of Cell Activation",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Negative Regulation Of Cell Adhesion",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Negative Regulation Of Cell Cell Adhesion",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Negative Regulation Of Cell Death",0.875,-0.447916666666667,-0.870833333333333,-0.6875,-0.802083333333333,-0.84375,-1,-0.581730769230769,-0.6875,0.59375,0.336805555555556,-0.39375,-0.6875,-0.526785714285714,-0.477272727272727,-0.629464285714286,-0.96875,-0.524305555555556,0.493055555555556,0.550480769230769,-0.34375,0.739130434782609,0.53125,0.75,0.6875,-0.75,-0.78125,0.85,-0.625,0.909926470588235,0.803571428571429,0.542613636363636,0.586206896551724,0.78125,0.875,0.9375,-0.5,0.839583333333333,-0.580882352941176,0.614583333333333
"Negative Regulation Of Cell Differentiation",-0.941176470588235,-0.875,0.53125,-0.71875,-0.90625,-0.84375,-0.96875,-0.8125,-0.53125,0.475328947368421,0.75,0.78125,-0.6875,-0.645833333333333,-0.675,0.59375,-0.674342105263158,-0.8125,-0.78125,-0.625,0.6875,0.65625,0.607638888888889,0.8125,0.40625,-0.40625,-0.526785714285714,0.62962962962963,0.729779411764706,-0.941176470588235,0.741666666666667,0.875,0.772727272727273,0.684027777777778,-0.5,0.75,0.875,0.90625,0.730654761904762,0.78125
"Negative Regulation Of Cell Population Proliferation",-0.310661764705882,0.40625,0.59375,-0.68125,0.96875,-0.4375,0.71875,0.75,0.6875,0.96875,0.65625,0.65625,-0.39375,-0.689903846153846,0.71875,0.741666666666667,-0.59375,0.75,0.639705882352941,0.651785714285714,-0.90625,-0.40625,-0.9375,-0.46875,-0.78125,-0.71875,-0.59375,-0.38125,0.5625,-0.6875,-0.875,-0.78125,-0.71875,-0.851102941176471,0.80952380952381,0.78125,-0.84375,-0.40625,-0.9375,-0.84375
"Negative Regulation Of Defense Response",-0.90625,-0.78125,-0.416666666666667,-0.71875,-0.5625,0.395,-0.870833333333333,-0.8125,0.5625,-0.75,0.6875,0.447916666666667,-0.78125,0.5625,-0.625,0.4375,0.772727272727273,-0.8125,-0.625,-0.6875,0.6875,0.53125,-0.422697368421053,0.40625,0.3125,0.80952380952381,0.80952380952381,-0.645833333333333,0.90625,-1,-0.46875,-0.475961538461538,0.625,0.59375,0.839583333333333,-0.525297619047619,0.75,0.8125,0.9375,0.6875
"Negative Regulation Of Developmental Process",-0.941176470588235,-0.875,0.53125,-0.71875,-0.90625,-0.84375,-0.96875,-0.8125,-0.53125,0.475328947368421,0.75,0.78125,-0.6875,-0.645833333333333,-0.675,0.59375,-0.674342105263158,-0.8125,-0.78125,-0.625,0.6875,0.65625,0.607638888888889,0.8125,0.40625,-0.40625,-0.526785714285714,0.62962962962963,0.729779411764706,-0.941176470588235,0.741666666666667,0.875,0.772727272727273,0.684027777777778,-0.5,0.75,0.875,0.90625,0.730654761904762,0.78125
"Negative Regulation Of G Protein Coupled Receptor Signaling Pathway",0.75,0.40625,0.75,0.653846153846154,0.96875,0.598214285714286,0.875,0.8125,0.690340909090909,0.68,0.64375,-0.683035714285714,0.75,-0.422697368421053,0.40625,-0.46875,0.423611111111111,0.614583333333333,0.625,0.559210526315789,-0.6875,-0.65625,-0.802083333333333,-0.8125,0.59375,-0.485991379310345,-0.851102941176471,0.65625,0.53125,-0.8125,-0.760416666666667,-0.53125,-0.71875,-0.772916666666667,-0.670955882352941,0.730654761904762,-0.84375,-0.758223684210526,-0.6875,-0.6875
"Negative Regulation Of Gene Expression",-0.41025641025641,-0.278709677419355,-0.435483870967742,-0.709677419354838,0.724957555178268,-0.796082949308755,-0.47394540942928,0.539170506912442,0.395161290322581,0.607142857142857,0.456221198156682,0.270011947431302,-0.366935483870968,-0.485768500948766,-0.514934289127837,-0.485768500948766,-0.556750298685782,0.516129032258065,0.491039426523298,0.32258064516129,-0.664071190211346,0.62962962962963,-0.567741935483871,0.641935483870968,-0.354838709677419,-0.663594470046083,-0.626045400238948,-0.354838709677419,0.56989247311828,-0.416207710464201,-0.62442396313364,-0.360400444938821,-0.492286115007012,-0.483870967741935,0.685483870967742,0.774193548387097,0.491039426523298,0.593189964157706,-0.512981904012588,0.492165898617512
"Negative Regulation Of Immune System Process",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Negative Regulation Of Inflammatory Response",-0.90625,-0.78125,-0.416666666666667,-0.71875,-0.5625,0.395,-0.870833333333333,-0.8125,0.5625,-0.75,0.6875,0.447916666666667,-0.78125,0.5625,-0.625,0.4375,0.772727272727273,-0.8125,-0.625,-0.6875,0.6875,0.53125,-0.422697368421053,0.40625,0.3125,0.80952380952381,0.80952380952381,-0.645833333333333,0.90625,-1,-0.46875,-0.475961538461538,0.625,0.59375,0.839583333333333,-0.525297619047619,0.75,0.8125,0.9375,0.6875
"Negative Regulation Of Kinase Activity",-0.8125,-0.454861111111111,0.59375,-0.5625,0.944444444444444,-0.65625,-0.604166666666667,-0.310661764705882,0.65625,0.619318181818182,0.65625,0.65625,-0.78125,-0.46875,0.444711538461538,0.639705882352941,0.53125,-0.310661764705882,0.494047619047619,0.6875,-0.727272727272727,0.625,-0.525297619047619,0.614583333333333,-0.71875,-0.40625,0.625,-0.8125,0.71875,-0.761904761904762,-0.8125,0.84375,-0.53125,-0.758223684210526,0.944444444444444,0.75,0.493055555555556,0.597222222222222,0.484879032258065,0.90625
"Negative Regulation Of Leukocyte Cell Cell Adhesion",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Negative Regulation Of Lymphocyte Activation",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Negative Regulation Of Molecular Function",-0.8125,-0.454861111111111,0.59375,-0.5625,0.944444444444444,-0.65625,-0.604166666666667,-0.310661764705882,0.65625,0.619318181818182,0.65625,0.65625,-0.78125,-0.46875,0.444711538461538,0.639705882352941,0.53125,-0.310661764705882,0.494047619047619,0.6875,-0.727272727272727,0.625,-0.525297619047619,0.614583333333333,-0.71875,-0.40625,0.625,-0.8125,0.71875,-0.761904761904762,-0.8125,0.84375,-0.53125,-0.758223684210526,0.944444444444444,0.75,0.493055555555556,0.597222222222222,0.484879032258065,0.90625
"Negative Regulation Of Nucleobase Containing Compound Metabolic Process",0.770833333333333,0.84375,-0.604166666666667,0.597222222222222,-0.581730769230769,-0.497159090909091,0.65625,0.46875,-0.6875,-0.715277777777778,0.279411764705882,-0.71875,-0.75,0.726973684210526,0.68,-0.75,-0.485991379310345,0.365489130434783,0.875,-0.471467391304348,-0.84375,0.653846153846154,-0.46875,-0.28125,0.739130434782609,-0.599431818181818,-0.375,-0.842105263157895,0.40625,0.84375,0.46875,-0.75,-0.675,0.5625,0.514423076923077,-0.485991379310345,0.465277777777778,-0.5,0.493055555555556,0.614583333333333
"Negative Regulation Of Phosphorus Metabolic Process",-0.8125,-0.454861111111111,0.59375,-0.5625,0.944444444444444,-0.65625,-0.604166666666667,-0.310661764705882,0.65625,0.619318181818182,0.65625,0.65625,-0.78125,-0.46875,0.444711538461538,0.639705882352941,0.53125,-0.310661764705882,0.494047619047619,0.6875,-0.727272727272727,0.625,-0.525297619047619,0.614583333333333,-0.71875,-0.40625,0.625,-0.8125,0.71875,-0.761904761904762,-0.8125,0.84375,-0.53125,-0.758223684210526,0.944444444444444,0.75,0.493055555555556,0.597222222222222,0.484879032258065,0.90625
"Negative Regulation Of Phosphorylation",-0.8125,-0.454861111111111,0.59375,-0.5625,0.944444444444444,-0.65625,-0.604166666666667,-0.310661764705882,0.65625,0.619318181818182,0.65625,0.65625,-0.78125,-0.46875,0.444711538461538,0.639705882352941,0.53125,-0.310661764705882,0.494047619047619,0.6875,-0.727272727272727,0.625,-0.525297619047619,0.614583333333333,-0.71875,-0.40625,0.625,-0.8125,0.71875,-0.761904761904762,-0.8125,0.84375,-0.53125,-0.758223684210526,0.944444444444444,0.75,0.493055555555556,0.597222222222222,0.484879032258065,0.90625
"Negative Regulation Of Protein Metabolic Process",-0.699308755760368,0.365927419354839,0.612903225806452,0.520967741935484,0.607142857142857,-0.350967741935484,-0.45400238948626,-0.290322580645161,-0.354838709677419,0.352150537634409,0.67741935483871,0.359447004608295,-0.806451612903225,0.724957555178268,0.656414103525881,0.412634408602151,0.603225806451613,-0.52073732718894,0.461876832844575,0.390029325513196,-0.727272727272727,-0.387096774193548,-0.444892473118279,0.274193548387097,0.53125,-0.419354838709677,0.645161290322581,-0.838709677419354,0.741935483870968,-0.5,-0.672325976230899,0.470288624787776,-0.417657045840407,-0.59274193548387,0.586206896551724,-0.436491935483871,0.376660341555977,0.593189964157706,0.641654978962132,0.778225806451613
"Negative Regulation Of Protein Modification Process",-0.699308755760368,0.365927419354839,0.612903225806452,0.520967741935484,0.607142857142857,-0.350967741935484,-0.45400238948626,-0.290322580645161,-0.354838709677419,0.352150537634409,0.67741935483871,0.359447004608295,-0.806451612903225,0.724957555178268,0.656414103525881,0.412634408602151,0.603225806451613,-0.52073732718894,0.461876832844575,0.390029325513196,-0.727272727272727,-0.387096774193548,-0.444892473118279,0.274193548387097,0.53125,-0.419354838709677,0.645161290322581,-0.838709677419354,0.741935483870968,-0.5,-0.672325976230899,0.470288624787776,-0.417657045840407,-0.59274193548387,0.586206896551724,-0.436491935483871,0.376660341555977,0.593189964157706,0.641654978962132,0.778225806451613
"Negative Regulation Of Response To External Stimulus",-0.90625,-0.78125,-0.416666666666667,-0.71875,-0.5625,0.395,-0.870833333333333,-0.8125,0.5625,-0.75,0.6875,0.447916666666667,-0.78125,0.5625,-0.625,0.4375,0.772727272727273,-0.8125,-0.625,-0.6875,0.6875,0.53125,-0.422697368421053,0.40625,0.3125,0.80952380952381,0.80952380952381,-0.645833333333333,0.90625,-1,-0.46875,-0.475961538461538,0.625,0.59375,0.839583333333333,-0.525297619047619,0.75,0.8125,0.9375,0.6875
"Negative Regulation Of Response To Stimulus",0.315555555555555,-0.210704225352113,0.413846153846154,-0.331764705882353,0.398072289156627,0.317241379310345,0.38,0.383720930232558,0.200606060606061,0.248275862068965,0.401818181818182,-0.455121951219512,-0.35768115942029,0.377368421052632,0.25,0.235862068965517,0.448421052631579,-0.502337662337662,0.385882352941176,-0.299047619047619,-0.33,0.285405405405405,-0.420540540540541,-0.367142857142857,0.232105263157895,0.302716049382716,0.223684210526316,0.261538461538462,0.360606060606061,0.32780487804878,0.2,-0.426666666666667,-0.280606060606061,-0.296623376623377,-0.355,0.449583333333333,-0.368571428571429,0.329620253164557,0.477241379310345,0.2
"Negative Regulation Of Signaling",0.45959595959596,-0.341647770219199,0.476190476190476,-0.352826510721248,0.530679933665008,-0.39031339031339,0.436834094368341,0.464788732394366,0.351851851851852,0.454159077109897,0.328976034858388,-0.462702138758477,0.296296296296296,0.221560846560847,-0.453900709219858,0.289493575207861,-0.416087962962963,-0.262962962962963,0.419753086419753,0.37037037037037,-0.388888888888889,0.357638888888889,-0.446296296296296,-0.417460317460317,-0.311546840958606,-0.455197132616487,-0.388888888888889,0.416863672182821,-0.234280792420327,-0.335941575378195,0.245791245791246,-0.264309764309764,-0.367859384808537,-0.448148148148148,-0.416835016835017,0.711328976034859,-0.524579124579124,-0.383252818035427,-0.341634738186462,0.206349206349206
